HBM_CATMAN_DATAFILE_40

4/21/2025
10:41
CHANNELS: 4
SEPARATOR: 9
MAXLINES: 19062              

Time  1 - default sample rate	X1 CH=4	X2 CH=6	X3 CH=8
s			g
4/21/2025-10:41	4/21/2025-10:41	4/21/2025-10:41	4/21/2025-10:41
			
T0 =25/04/21 10:40:29	T0 =25/04/21 10:40:29	T0 =25/04/21 10:40:29	T0 =25/04/21 10:40:29
dt =3.33333325386047 ms	dt =3.33333333333333 ms	dt =3.33333333333333 ms	dt =3.33333333333333 ms
CH 0	CH 1	CH 3	CH 5
Serial No. (Electronics / CP)Not available	Serial No. (Electronics / CP)9E500BC61	Serial No. (Electronics / CP)9E500BC61	Serial No. (Electronics / CP)9E500BC61
Not available ID=0	MX1601 ID=5040	MX1601 ID=5040	MX1601 ID=5040
Not available ID=0	Not available ID=0	Not available ID=0	Not available ID=0
Not available ID=0	IEPE-Sensor ID=581	IEPE-Sensor ID=581	IEPE-Sensor ID=581
x1=0 y1=0;x2=0 y2=0	x1=-6.433114E-21 y1=0;x2=0.11867 y2=1	x1=0 y1=0;x2=0.09511 y2=1	x1=0 y1=0;x2=0.10735 y2=1
         (Electr.)	V        (Electr.)	V        (Electr.)	V        (Electr.)
         (Engin.)	g        (Engin.)	g        (Engin.)	g        (Engin.)
0  Nominal value	84.2673 g Nominal value	105.1414 g Nominal value	93.15324 g Nominal value
Not available ID=0	Not available ID=0	Not available ID=0	Not available ID=0
Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0	Scaling = Engineering units ID=0
0 V	0 V	0 V	0 V
Filter = Not available ID=0	Filter = No filter ID=140	Filter = No filter ID=140	Filter = No filter ID=140
fg = Not available ID=0	fg = 0.01 Hz ID=901	fg = 0.01 Hz ID=901	fg = 0.01 Hz ID=901
0  Zero	0 g Zero	-2.894034E-03 g Zero	-3.423217E-03 g Zero
0  Tare	0 g Tare	-2.894034E-03 g Tare	-3.423217E-03 g Tare
0  Software-Zero	0 g Software-Zero	0 g Software-Zero	0 g Software-Zero
Gage factor = 0	Gage factor = 0	Gage factor = 0	Gage factor = 0
Bridge factor = 0	Bridge factor = 0	Bridge factor = 0	Bridge factor = 0
Software scaling: None	Software scaling: None	Software scaling: None	Software scaling: None
Sensor: None	Sensor: None	Sensor: None	Sensor: None
Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None	Sensor T-ID: None
Cable length correction Not available	Cable length correction Not available	Cable length correction Not available	Cable length correction Not available

0	-0.00044	0.00205	-0.00158	
0.00333	-0.00109	0.00538	-0.00175	
0.00667	-0.00159	0.00591	-0.00063	
0.01000	-0.00238	0.00464	-0.00085	
0.01333	-0.00186	-0.00033	-0.00153	
0.01667	-0.00248	-0.00147	-0.00177	
0.02000	-0.00413	0.00091	-0.00145	
0.02333	-0.00418	0.00392	-0.00452	
0.02667	-0.00390	0.00386	-0.00358	
0.03000	-0.00372	0.00414	-0.00183	
0.03333	-0.00400	0.00230	-0.00075	
0.03667	-0.00443	-0.00079	-0.00099	
0.04000	-0.00404	-0.00198	-0.00281	
0.04333	-0.00242	0.00117	-0.00124	
0.04667	-0.00385	0.00315	-0.00298	
0.05000	-0.00366	0.00203	-0.00338	
0.05333	-0.00306	-0.00135	-0.00238	
0.05667	-0.00299	-0.00158	-0.00413	
0.06000	-0.00449	-0.00077	-0.00291	
0.06333	-0.00402	0.00367	-0.00264	
0.06667	-0.00369	0.00562	-0.00114	
0.07000	-0.00463	0.00356	-0.00050	
0.07333	-0.00443	0.00198	0.00019	
0.07667	-0.00492	-0.00177	-0.00252	
0.08000	-0.00323	-0.00292	-0.00222	
0.08333	-0.00279	0.00011	-0.00346	
0.08667	-0.00230	0.00367	-0.00287	
0.09000	-0.00094	0.00365	-0.00366	
0.09333	0.00029	0.00112	-0.00175	
0.09667	0.00149	-0.00109	-0.00177	
0.1000	0.00219	0.00085	0.00098	
0.1033	0.00219	0.00235	-0.00119	
0.1067	0.00238	0.00514	-0.00193	
0.1100	0.00136	0.00453	-0.00279	
0.1133	0.00135	0.00270	-0.00330	
0.1167	0.00134	-0.00114	-0.00279	
0.1200	0.000	-0.00220	-0.00267	
0.1233	0.000	0.00141	-0.00268	
0.1267	-0.00084	0.00556	-0.00317	
0.1300	-0.00081	0.00820	-0.00238	
0.1333	-0.00160	0.00470	-0.00032	
0.1367	-0.00153	0.00226	0.00021	
0.1400	-0.00208	0.00244	-0.00015	
0.1433	-0.00277	0.00383	-0.00055	
0.1467	-0.00367	0.00770	-0.00377	
0.1500	-0.00421	0.00791	-0.00260	
0.1533	-0.00418	0.00441	-0.00274	
0.1567	-0.00240	0.00308	-0.00264	
0.1600	-0.00294	0.00035	-0.00044	
0.1633	-0.00321	0.00252	-0.00101	
0.1667	-0.00203	0.00550	-0.00064	
0.1700	-0.00199	0.00833	-0.00157	
0.1733	-0.00066	0.00699	-0.00066	
0.1767	0.000	0.00280	-0.00243	
0.1800	-0.00090	0.00205	-0.00208	
0.1833	-0.00017	0.00214	-0.00309	
0.1867	-0.00023	0.00552	-0.00311	
0.1900	0.00021	0.00661	-0.00283	
0.1933	-0.00083	0.00558	-0.00215	
0.1967	0.000	0.00158	-0.00209	
0.2000	0.00024	-0.00155	-0.00067	
0.2033	-0.00101	0.00011	-0.00141	
0.2067	0.00070	0.00321	0.00036	
0.2100	-0.00147	0.00642	-0.00160	
0.2133	0.00026	0.00459	-0.00336	
0.2167	-0.00108	0.00114	-0.00350	
0.2200	0.00034	-0.00139	-0.00302	
0.2233	-0.00206	-0.00018	-0.00291	
0.2267	-0.00046	0.00270	-0.00259	
0.2300	-0.00106	0.00318	-0.00209	
0.2333	-0.00106	0.00255	-0.00089	
0.2367	-0.00104	0.00030	-0.00034	
0.2400	0.00040	-0.00403	-0.00106	
0.2433	-0.00019	-0.00332	-0.00243	
0.2467	-0.00157	0.00024	-0.00148	
0.2500	-0.00257	0.00348	-0.00287	
0.2533	-0.00232	0.00427	-0.00330	
0.2567	-0.00064	0.00065	-0.00293	
0.2600	-0.00109	-0.00242	-0.00187	
0.2633	-0.00143	-0.00235	0.00019	
0.2667	-0.00146	-0.00020	-0.00013	
0.2700	-0.00138	0.00285	-0.00150	
0.2733	-0.00079	0.00536	-0.00212	
0.2767	0.00058	0.00294	-0.00322	
0.2800	0.00044	-0.00035	-0.00129	
0.2833	0.00019	-0.00271	-0.00273	
0.2867	-0.00049	0.00105	-0.00264	
0.2900	-0.00073	0.00411	-0.00162	
0.2933	-0.00107	0.00562	-0.00213	
0.2967	0.00095	0.00521	-0.00162	
0.3000	0.00151	0.00229	0.00050	
0.3033	0.00023	0.00062	-0.00133	
0.3067	-0.00035	0.00182	-0.00197	
0.3100	-0.00103	0.00480	-0.00216	
0.3133	0.00066	0.00679	-0.00170	
0.3167	0.00077	0.00453	-0.00266	
0.3200	0.00089	0.00126	-0.00380	
0.3233	0.00096	-0.00121	-0.00132	
0.3267	0.00073	0.00074	-0.00017	
0.3300	0.00102	0.00609	-0.00012	
0.3333	0.00132	0.00880	-0.00087	
0.3367	0.00179	0.00792	-0.00189	
0.3400	0.00358	0.00550	-0.00055	
0.3433	0.00259	0.00235	-0.00158	
0.3467	0.00137	0.00065	-0.00302	
0.3500	0.00090	0.00347	-0.00310	
0.3533	0.00198	0.00739	-0.00325	
0.3567	0.00164	0.00745	-0.00307	
0.3600	0.00282	0.00403	-0.00270	
0.3633	0.00154	-0.00058	-0.00201	
0.3667	0.00183	-0.00015	-0.00212	
0.3700	0.00106	0.00405	-0.00109	
0.3733	0.00101	0.00736	-0.00067	
0.3767	0.00160	0.00836	-0.00122	
0.3800	0.00096	0.00476	-0.00213	
0.3833	0.00055	0.00120	-0.00315	
0.3867	-0.00063	-0.00211	-0.00271	
0.3900	-0.00205	-0.00065	-0.00170	
0.3933	-0.00295	0.00435	-0.00251	
0.3967	-0.00162	0.00549	-0.00219	
0.4000	-0.00226	0.00288	-0.00109	
0.4033	-0.00177	0.00150	-0.00072	
0.4067	-0.00355	-0.00303	-0.00113	
0.4100	-0.00301	0.00045	-0.00162	
0.4133	-0.00436	0.00359	-0.00193	
0.4167	-0.00307	0.00573	-0.00371	
0.4200	-0.00179	0.00415	-0.00252	
0.4233	-0.00211	-0.00136	-0.00417	
0.4267	-0.00205	-0.00356	-0.00391	
0.4300	-0.00203	-0.00215	-0.00205	
0.4333	-0.00159	0.00071	-0.00094	
0.4367	-0.00050	0.00438	-0.00028	
0.4400	0.00061	0.00476	-0.00055	
0.4433	0.00051	0.000	-0.00230	
0.4467	-0.00044	-0.00111	-0.00220	
0.4500	-0.00210	-0.00161	-0.00396	
0.4533	-0.00189	0.00088	-0.00454	
0.4567	-0.00170	0.00479	-0.00396	
0.4600	-0.00192	0.00503	-0.00291	
0.4633	-0.00142	0.00206	-0.00286	
0.4667	-0.00226	-0.00197	-0.00322	
0.4700	-0.00301	-0.00382	-0.00064	
0.4733	-0.00289	-0.00017	-0.00184	
0.4767	-0.00452	0.00591	-0.00074	
0.4800	-0.00244	0.00591	-0.00101	
0.4833	-0.00248	0.00397	-0.00356	
0.4867	-0.00352	-0.00012	-0.00381	
0.4900	-0.00386	-0.00135	-0.00266	
0.4933	-0.00328	0.00229	-0.00299	
0.4967	-0.00177	0.00662	-0.00295	
0.5000	-0.00072	0.00833	-0.00052	
0.5033	-0.00073	0.00558	-0.00158	
0.5067	-0.00103	0.00085	-0.00141	
0.5100	-0.00050	-0.00095	-0.00180	
0.5133	-0.00068	0.00061	-0.00371	
0.5167	-0.00021	0.00506	-0.00411	
0.5200	-0.00034	0.00945	-0.00366	
0.5233	0.00140	0.00799	-0.00290	
0.5267	0.00064	0.00333	-0.00203	
0.5300	-0.00067	0.00059	-0.00106	
0.5333	-0.00197	0.00150	-0.00144	
0.5367	-0.00124	0.00535	-0.00128	
0.5400	0.000	0.00771	-0.00318	
0.5433	0.00034	0.00682	-0.00285	
0.5467	0.00045	0.00198	-0.00360	
0.5500	0.000	-0.00029	-0.00236	
0.5533	0.00036	-0.00112	-0.00306	
0.5567	0.00080	0.00383	-0.00264	
0.5600	0.00160	0.00744	-0.00232	
0.5633	0.00231	0.00618	-0.00166	
0.5667	0.00217	0.00305	-0.00204	
0.5700	0.00123	-0.00144	-0.00192	
0.5733	0.000	-0.00103	-0.00458	
0.5767	-0.00119	0.00242	-0.00509	
0.5800	-0.00062	0.00492	-0.00423	
0.5833	-0.00050	0.00658	-0.00215	
0.5867	-0.00145	0.00303	-0.00277	
0.5900	-0.00316	-0.00171	-0.00264	
0.5933	-0.00204	-0.00250	-0.00152	
0.5967	-0.00148	0.00127	-0.00154	
0.6000	-0.00104	0.00558	-0.00239	
0.6033	-0.00015	0.00727	-0.00460	
0.6067	0.00117	0.00338	-0.00434	
0.6100	0.00075	-0.00188	-0.00383	
0.6133	0.00095	-0.00444	-0.00426	
0.6167	0.00114	-0.00032	-0.00259	
0.6200	0.00102	0.00441	0.00013	
0.6233	0.00175	0.00544	-0.00169	
0.6267	0.00060	0.00315	-0.00185	
0.6300	-0.00028	-0.00064	-0.00278	
0.6333	-0.00108	-0.00435	-0.00172	
0.6367	-0.00016	-0.00126	-0.00354	
0.6400	-0.00145	0.00385	-0.00346	
0.6433	-0.00197	0.00705	-0.00408	
0.6467	-0.00169	0.00411	-0.00417	
0.6500	-0.00253	0.00047	-0.00227	
0.6533	-0.00296	-0.00298	-0.00256	
0.6567	-0.00262	-0.00139	-0.00110	
0.6600	-0.00271	0.00377	-0.00179	
0.6633	-0.00141	0.00661	-0.00285	
0.6667	-0.00073	0.00559	-0.00305	
0.6700	-0.00064	0.00094	-0.00191	
0.6733	-0.00100	-0.00132	-0.00270	
0.6767	-0.00198	0.000	-0.00336	
0.6800	-0.00253	0.00492	-0.00255	
0.6833	-0.00221	0.00795	-0.00357	
0.6867	-0.00114	0.00803	-0.00238	
0.6900	-0.00106	0.00388	0.00011	
0.6933	-0.00197	-0.00045	-0.00146	
0.6967	-0.00158	-0.00032	-0.00209	
0.7000	-0.00140	0.00385	-0.00315	
0.7033	-0.00188	0.00833	-0.00415	
0.7067	-0.00164	0.00814	-0.00325	
0.7100	-0.00126	0.00411	-0.00411	
0.7133	-0.00130	0.00032	-0.00329	
0.7167	-0.00232	-0.00127	-0.00211	
0.7200	-0.00041	0.00311	-0.00097	
0.7233	-0.00017	0.00874	-0.00273	
0.7267	-0.00021	0.00853	-0.00263	
0.7300	0.00012	0.00355	-0.00046	
0.7333	-0.00030	-0.00044	-0.00154	
0.7367	-0.00102	-0.00074	-0.00243	
0.7400	-0.00109	0.00197	-0.00247	
0.7433	-0.00034	0.00612	-0.00426	
0.7467	0.00051	0.00677	-0.00377	
0.7500	0.00062	0.00477	-0.00558	
0.7533	0.00058	0.00062	-0.00369	
0.7567	-0.00121	-0.00273	-0.00130	
0.7600	-0.00226	0.00132	-0.00235	
0.7633	-0.00296	0.00599	-0.00247	
0.7667	-0.00327	0.00712	-0.00117	
0.7700	-0.00350	0.00408	-0.00114	
