t,a_abs (m/s2),a1_measured (m/s2)
7.1,,-8.3109361e-06
7.103,,-7.443174e-06
7.107,,-7.2981285e-06
7.11,,-7.84882e-06
7.113,,-9.0114605e-06
7.117,,-1.065268e-05
7.12,,-1.2600745999999999e-05
7.123,,-1.4659911000000002e-05
7.127,,-1.6626743e-05
7.13,,-1.8307151e-05
7.133,,-1.9532720999999998e-05
7.137,,-2.0175026000000004e-05
7.14,,-2.0156749e-05
7.143,,-1.9458673e-05
7.147,,-1.8121944e-05
7.15,,-1.6245381e-05
7.153,,-1.3978024e-05
7.157,,-1.1507475000000001e-05
7.16,,-9.0449572e-06
7.163,,-6.8082789e-06
7.167,,-5.0040625e-06
7.17,,-3.8106788000000004e-06
7.173,,-3.3632623e-06
7.177,,-3.7420305e-06
7.18,,-4.9648616e-06
7.183,,-6.9847474e-06
7.187,,-9.6923452e-06
7.19,,-1.2923441e-05
7.193,,-1.6470748e-05
7.197,,-2.0099105e-05
7.2,,-2.3562896e-05
7.203,,-2.6624294000000002e-05
7.207,,-2.9070935000000002e-05
7.21,,-3.0731612e-05
7.213,,-3.1488807e-05
7.217,,-3.1287102e-05
7.22,,-3.0136861e-05
7.223,,-2.8112937e-05
7.227,,-2.5348591000000002e-05
7.23,,-2.2025132e-05
7.233,,-1.8358155e-05
7.237,,-1.4581481e-05
7.24,,-1.0930075e-05
7.243,,-7.6232611e-06
7.247,,-4.8494958e-06
7.25,,-2.7538284000000003e-06
7.253,,-1.4289108e-06
7.257,,-9.1013958e-07
7.26,,-1.1751659000000002e-06
7.263,,-2.1476656e-06
7.267,,-3.7049358e-06
7.27,,-5.6886038e-06
7.273,,-7.917523000000001e-06
7.277,,-1.0201797e-05
7.28,,-1.2356831000000001e-05
7.283,,-1.4216355e-05
7.287,,-1.5643488e-05
7.29,,-1.6539114e-05
7.293,,-1.6847067e-05
7.297,,-1.6555901e-05
7.3,,-1.56973e-05
7.303,,-1.4341414000000001e-05
7.307,,-1.2589639e-05
7.31,,-1.0565533999999999e-05
7.313,,-8.4046296e-06
7.317,,-6.243969e-06
7.32,,-4.2121556e-06
7.323,,-2.4206108e-06
7.327,,-9.5661046e-07
7.33,,1.2150008000000002e-07
7.333,,7.866988e-07
7.337,,1.0432581e-06
7.34,,9.2444414e-07
7.343,,4.8824407e-07
7.347,,-1.8845728000000001e-07
7.35,,-1.0167511e-06
7.353,,-1.9030863000000001e-06
7.357,,-2.7566179e-06
7.36,,-3.4960142e-06
7.363,,-4.0552835e-06
7.367,,-4.3882673e-06
7.37,,-4.4715533e-06
7.373,,-4.3056715000000005e-06
7.377,,-3.9145523e-06
7.38,,-3.3433300999999997e-06
7.383,,-2.6546758e-06
7.387,,-1.9239224e-06
7.39,,-1.2333152e-06
7.393,,-6.657658700000001e-07
7.397,,-2.9851414e-07
7.4,,-1.9711083e-07
7.403,,-4.1011713000000004e-07
7.407,,-9.6488125e-07
7.41,,-1.8646959e-06
7.413,,-3.0875648e-06
7.417,,-4.5867132e-06
7.42,,-6.292874e-06
7.423,,-8.1182634e-06
7.427,,-9.9620473e-06
7.43,,-1.1716985e-05
7.433,,-1.327684e-05
7.437,,-1.4544066e-05
7.44,,-1.5437229e-05
7.443,,-1.5897612e-05
7.447,,-1.5894471e-05
7.45,,-1.5428479000000002e-05
7.453,,-1.4533006000000001e-05
7.457,,-1.3273015000000001e-05
7.46,,-1.1741536000000001e-05
7.463,,-1.0053861e-05
7.467,,-8.3397864e-06
7.47,,-6.7344033e-06
7.473,,-5.3680918e-06
7.477,,-4.3564574e-06
7.48,,-3.7910062000000003e-06
7.483,,-3.731332e-06
7.487,,-4.1995067e-06
7.49,,-5.1772173e-06
7.493,,-6.6059974e-06
7.497,,-8.3906561e-06
7.5,,-1.0405755e-05
7.503,,-1.2504714e-05
7.507,,-1.4530907000000001e-05
7.51,,-1.6329896e-05
7.513,,-1.7761847e-05
7.517,,-1.8713105e-05
7.52,,-1.9105952000000002e-05
7.523,,-1.8905687000000002e-05
7.527,,-1.8124377000000003e-05
7.53,,-1.6820872e-05
7.533,,-1.5097009000000001e-05
7.537,,-1.3090224999999999e-05
7.54,,-1.0963138999999998e-05
7.543,,-8.8908874e-06
7.547,,-7.0472699e-06
7.55,,-5.5908112e-06
7.553,,-4.6519245e-06
7.557,,-4.3222543e-06
7.56,,-4.6471106e-06
7.563,,-5.6216512e-06
7.567,,-7.1911475e-06
7.57,,-9.255321700000001e-06
7.573,,-1.1676389e-05
7.577,,-1.4290118000000002e-05
7.58,,-1.6918965e-05
7.583,,-1.9386143e-05
7.587,,-2.1529434e-05
7.59,,-2.3213567e-05
7.593,,-2.4340119000000003e-05
7.597,,-2.4854134e-05
7.6,,-2.4746960000000003e-05
7.603,,-2.4055127e-05
7.607,,-2.2855482000000002e-05
7.61,,-2.1257081e-05
7.613,,-1.9390686e-05
7.617,,-1.7396846000000002e-05
7.62,,-1.5413705e-05
7.623,,-1.3565636000000001e-05
7.627,,-1.195373e-05
7.63,,-1.0648924e-05
7.633,,-9.6883223e-06
7.637,,-9.0749032e-06
7.64,,-8.7805021e-06
7.643,,-8.7516191e-06
7.647,,-8.9173479e-06
7.65,,-9.1985249e-06
7.653,,-9.5171038e-06
7.657,,-9.8047615e-06
7.66,,-1.0009852000000001e-05
7.663,,-1.0102016000000001e-05
7.667,,-1.0074019999999998e-05
7.67,,-9.9406988e-06
7.673,,-9.735193e-06
7.677,,-9.5029665e-06
7.68,,-9.2943147e-06
7.683,,-9.1562511e-06
7.687,,-9.124716700000001e-06
7.69,,-9.2180288e-06
7.693,,-9.4323536e-06
7.697,,-9.7397756e-06
7.7,,-1.008926e-05
7.703,,-1.0410492999999999e-05
7.707,,-1.0620284e-05
7.71,,-1.0630915999999999e-05
7.713,,-1.0359622e-05
7.717,,-9.738227900000001e-06
7.72,,-8.7219416e-06
7.723,,-7.2963521999999995e-06
7.727,,-5.4818422e-06
7.73,,-3.3348634999999998e-06
7.733,,-9.4582423e-07
7.737,,1.566338e-06
7.74,,4.0624959e-06
7.743,,6.3938934000000005e-06
7.747,,8.414009e-06
7.75,,9.990660600000001e-06
7.753,,1.1017252999999998e-05
7.757,,1.142213e-05
7.76,,1.1175158e-05
7.763,,1.0290913e-05
7.767,,8.828154e-06
7.77,,6.8855901e-06
7.773,,4.5943022000000006e-06
7.777,,2.1074658e-06
7.78,,-4.1172935e-07
7.783,,-2.8029108e-06
7.787,,-4.920998e-06
7.79,,-6.6472511e-06
7.793,,-7.897967100000001e-06
7.797,,-8.6301169e-06
7.8,,-8.8434998e-06
7.803,,-8.5793066e-06
7.807,,-7.9153008e-06
7.81,,-6.958118e-06
7.813,,-5.833422200000001e-06
7.817,,-4.6748243e-06
7.82,,-3.6125413e-06
7.823,,-2.7627679e-06
7.827,,-2.2186265000000002e-06
7.83,,-2.0433909e-06
7.833,,-2.2664476e-06
7.837,,-2.8821998999999998e-06
7.84,,-3.8518513e-06
7.843,,-5.1077599e-06
7.847,,-6.5598503e-06
7.85,,-8.103425200000001e-06
7.853,,-9.6276398e-06
7.857,,-1.1023905e-05
7.86,,-1.2193542000000001e-05
7.863,,-1.3054144000000001e-05
7.867,,-1.3544261e-05
7.87,,-1.3626191e-05
7.873,,-1.3286899e-05
7.877,,-1.2537180000000001e-05
7.88,,-1.1409397999999999e-05
7.883,,-9.954148999999999e-06
7.887,,-8.2362951e-06
7.89,,-6.330754700000001e-06
7.893,,-4.3184174000000005e-06
7.897,,-2.2824305e-06
7.9,,-3.0501421000000003e-07
7.903,,1.5351591e-06
7.907,,3.1650817e-06
7.91,,4.5191579e-06
7.913,,5.5407553e-06
7.917,,6.1837301e-06
7.92,,6.4140562e-06
7.923,,6.2116174e-06
7.927,,5.5721237999999995e-06
7.93,,4.5090169e-06
7.933,,3.0551306000000002e-06
7.937,,1.2638088e-06
7.94,,-7.9085395e-07
7.943,,-3.0149702e-06
7.947,,-5.2972752e-06
7.95,,-7.5131533e-06
7.953,,-9.530282e-06
7.957,,-1.1215728e-05
7.96,,-1.2444157000000001e-05
7.963,,-1.3106638e-05
7.967,,-1.311942e-05
7.97,,-1.2431929000000001e-05
7.973,,-1.103326e-05
7.977,,-8.956450600000001e-06
7.98,,-6.279971e-06
7.983,,-3.1260366000000004e-06
7.987,,3.4440285e-07
7.99,,3.9398744999999996e-06
7.993,,7.4493877e-06
7.997,,1.0655566e-05
8.0,,1.3349014e-05
8.003,,1.5342879e-05
8.007,,1.6486476e-05
8.01,,1.6676904e-05
8.013,,1.5867639e-05
8.017,,1.4073364000000001e-05
8.02,,1.1370510000000001e-05
8.023,,7.893358500000001e-06
8.027,,3.8258899e-06
8.03,,-6.1008895e-07
8.033,,-5.1696912e-06
8.037,,-9.6014791e-06
8.04,,-1.3664528000000001e-05
8.043,,-1.7144719e-05
8.047,,-1.9869017e-05
8.05,,-2.1716628999999997e-05
8.053,,-2.2626215e-05
8.057,,-2.2598625e-05
8.06,,-2.1694994999999998e-05
8.063,,-2.0030444e-05
8.067,,-1.7763928e-05
8.07,,-1.5085129e-05
8.073,,-1.2199501e-05
8.077,,-9.3126928e-06
8.08,,-6.6156115000000004e-06
8.083,,-4.2713048e-06
8.087,,-2.4046563000000003e-06
8.09,,-1.0956234000000001e-06
8.093,,-3.7643179e-07
8.097,,-2.3279203000000001e-07
8.1,,-6.0885756e-07
8.103,,-1.4153375000000001e-06
8.107,,-2.5399240000000003e-06
8.11,,-3.8590253e-06
8.113,,-5.249720299999999e-06
8.117,,-6.6008710999999995e-06
8.12,,-7.8224459e-06
8.123,,-8.8522986e-06
8.127,,-9.6599085e-06
8.13,,-1.0246875e-05
8.133,,-1.0644261999999998e-05
8.137,,-1.0907163e-05
8.14,,-1.1107115e-05
8.143,,-1.1323128e-05
8.147,,-1.1632247e-05
8.15,,-1.2100513000000001e-05
8.153,,-1.2775199000000002e-05
8.157,,-1.3678977999999999e-05
8.16,,-1.480655e-05
8.163,,-1.6123974e-05
8.167,,-1.757073e-05
8.17,,-1.9064267e-05
8.173,,-2.0506601000000004e-05
8.177,,-2.1792354e-05
8.18,,-2.2817493e-05
8.183,,-2.3488036e-05
8.187,,-2.3727968000000003e-05
8.19,,-2.3485735e-05
8.193,,-2.2738802e-05
8.197,,-2.1495960000000003e-05
8.2,,-1.979724e-05
8.203,,-1.7711513e-05
8.207,,-1.533203e-05
8.21,,-1.2770301e-05
8.213,,-1.0148836e-05
8.217,,-7.593336300000001e-06
8.22,,-5.224906700000001e-06
8.223,,-3.1528693e-06
8.227,,-1.4686384000000002e-06
8.23,,-2.4102764e-07
8.233,,4.8677536e-07
8.237,,6.984759e-07
8.24,,4.0421934e-07
8.243,,-3.6141907e-07
8.247,,-1.5427443e-06
8.25,,-3.0672261e-06
8.253,,-4.8503975e-06
8.257,,-6.801001300000001e-06
8.26,,-8.8260441e-06
8.263,,-1.0835459999999999e-05
8.267,,-1.274615e-05
8.27,,-1.4485239000000002e-05
8.273,,-1.599245e-05
8.277,,-1.722158e-05
8.28,,-1.8141109e-05
8.283,,-1.8734025000000002e-05
8.287,,-1.8996981e-05
8.29,,-1.8938907000000002e-05
8.293,,-1.8579238e-05
8.297,,-1.7945863e-05
8.3,,-1.7072953000000002e-05
8.303,,-1.5998768e-05
8.307,,-1.4763532e-05
8.31,,-1.3407481e-05
8.313,,-1.1969133e-05
8.317,,-1.0483855e-05
8.32,,-8.982758400000001e-06
8.323,,-7.491961600000001e-06
8.327,,-6.0322458000000006e-06
8.33,,-4.6190998000000005e-06
8.333,,-3.2631430000000003e-06
8.337,,-1.9708916e-06
8.34,,-7.4580668e-07
8.343,,4.1045937999999996e-07
8.347,,1.4967202e-06
8.35,,2.5109397e-06
8.353,,3.4490704e-06
8.357,,4.3041744000000005e-06
8.36,,5.0659401e-06
8.363,,5.720682100000001e-06
8.367,,6.2518752e-06
8.37,,6.641224899999999e-06
8.373,,6.870225100000001e-06
8.377,,6.922099300000001e-06
8.38,,6.7839696000000004e-06
8.383,,6.449061000000001e-06
8.387,,5.9187170000000004e-06
8.39,,5.2039997e-06
8.393,,4.3266595e-06
8.397,,3.3192950999999997e-06
8.4,,2.2245831000000004e-06
8.403,,1.0935307e-06
8.407,,-1.7210506000000002e-08
8.41,,-1.0488386e-06
8.413,,-1.9444878e-06
8.417,,-2.6536143e-06
8.42,,-3.1363378e-06
8.423,,-3.3673622000000002e-06
8.427,,-3.3391090000000004e-06
8.43,,-3.0637289e-06
8.433,,-2.5737303999999998e-06
8.437,,-1.9210606e-06
8.44,,-1.1745949e-06
8.443,,-4.1612134000000004e-07
8.447,,2.6496005e-07
8.45,,7.778819699999999e-07
8.453,,1.0372576e-06
8.457,,9.6982339e-07
8.46,,5.2064213e-07
8.463,,-3.4175379999999997e-07
8.467,,-1.6217351e-06
8.47,,-3.2948193e-06
8.473,,-5.308003e-06
8.477,,-7.582239e-06
8.48,,-1.0016944e-05
8.483,,-1.2496255000000001e-05
8.487,,-1.4896601000000002e-05
8.49,,-1.7095041e-05
8.493,,-1.8977752000000002e-05
8.497,,-2.0447998000000003e-05
8.5,,-2.1432988e-05
8.503,,-2.1889053999999998e-05
8.507,,-2.1804756e-05
8.51,,-2.1201659000000002e-05
8.513,,-2.0132704999999998e-05
8.517,,-1.8678321e-05
8.52,,-1.6940558e-05
8.523,,-1.5035734e-05
8.527,,-1.3086148999999999e-05
8.53,,-1.121154e-05
8.533,,-9.5209216e-06
8.537,,-8.1054397e-06
8.54,,-7.0327718e-06
8.543,,-6.3434523e-06
8.547,,-6.0493525e-06
8.55,,-6.1343548000000004e-06
8.553,,-6.5570775e-06
8.557,,-7.2553467e-06
8.56,,-8.1519753e-06
8.563,,-9.1613221e-06
8.567,,-1.0196062e-05
8.57,,-1.1173609e-05
8.573,,-1.2021701000000002e-05
8.577,,-1.2682749e-05
8.58,,-1.3116693e-05
8.583,,-1.3302253000000001e-05
8.587,,-1.3236634000000001e-05
8.59,,-1.2933839000000001e-05
8.593,,-1.2421923e-05
8.597,,-1.1739518e-05
8.6,,-1.0932076000000001e-05
8.603,,-1.0048189000000001e-05
8.607,,-9.1363484e-06
8.61,,-8.242382700000001e-06
8.613,,-7.4077325e-06
8.617,,-6.6685713999999996e-06
8.62,,-6.0556887999999995e-06
8.623,,-5.5949415e-06
8.627,,-5.308013399999999e-06
8.63,,-5.213190699999999e-06
8.633,,-5.3258713e-06
8.637,,-5.6585712e-06
8.64,,-6.2202829e-06
8.643,,-7.0151438e-06
8.647,,-8.0404986e-06
8.65,,-9.2845604e-06
8.653,,-1.0723976e-05
8.657,,-1.2321673e-05
8.66,,-1.4025403e-05
8.663,,-1.5767364e-05
8.667,,-1.7465230000000002e-05
8.67,,-1.9024785e-05
8.673,,-2.0344232000000002e-05
8.677,,-2.1320027e-05
8.68,,-2.1853962e-05
8.683,,-2.1860983000000003e-05
8.687,,-2.1277165e-05
8.69,,-2.0067099e-05
8.693,,-1.8229976e-05
8.697,,-1.5803671e-05
8.7,,-1.286623e-05
8.703,,-9.5343683e-06
8.707,,-5.9588042e-06
8.71,,-2.3165221e-06
8.713,,1.199659e-06
8.717,,4.3935659e-06
8.72,,7.0793305e-06
8.723,,9.095188799999999e-06
8.727,,1.0316297000000002e-05
8.73,,1.0665450999999999e-05
8.733,,1.0120715e-05
8.737,,8.71914e-06
8.74,,6.5560906e-06
8.743,,3.7799838e-06
8.747,,5.8267461e-07
8.75,,-2.8139292e-06
8.753,,-6.174080300000001e-06
8.757,,-9.2660155e-06
8.76,,-1.1879985e-05
8.763,,-1.3845006000000002e-05
8.767,,-1.504292e-05
8.77,,-1.5418503e-05
8.773,,-1.4984666e-05
8.777,,-1.3822194e-05
8.78,,-1.2073876999999998e-05
8.783,,-9.9333986e-06
8.787,,-7.6297839e-06
8.79,,-5.4086049e-06
8.793,,-3.5114659e-06
8.797,,-2.1554584e-06
8.8,,-1.5143253999999999e-06
8.803,,-1.7029652e-06
8.807,,-2.7666503e-06
8.81,,-4.6759639e-06
8.813,,-7.327980800000001e-06
8.817,,-1.0553693999999999e-05
8.82,,-1.413115e-05
8.823,,-1.7803262999999998e-05
8.827,,-2.1298837e-05
8.83,,-2.435507e-05
8.833,,-2.6739609999999998e-05
8.837,,-2.8270296000000002e-05
8.84,,-2.8830867e-05
8.843,,-2.8381255000000002e-05
8.847,,-2.6961557e-05
8.85,,-2.4689273000000004e-05
8.853,,-2.1750035000000003e-05
8.857,,-1.8382555e-05
8.86,,-1.4859075000000001e-05
8.863,,-1.1462963e-05
8.867,,-8.465369e-06
8.87,,-6.1029243e-06
8.873,,-4.5584008e-06
8.877,,-3.9459633e-06
8.88,,-4.3022675000000006e-06
8.883,,-5.584134e-06
8.887,,-7.672957700000001e-06
8.89,,-1.0385424000000001e-05
8.893,,-1.3489554e-05
8.897,,-1.6724649e-05
8.9,,-1.9823370999999998e-05
8.903,,-2.2534021e-05
8.907,,-2.4641101e-05
8.91,,-2.5982399e-05
8.913,,-2.646117e-05
8.917,,-2.6052469000000004e-05
8.92,,-2.480317e-05
8.923,,-2.2825842e-05
8.927,,-2.0287137e-05
8.93,,-1.7391868e-05
8.933,,-1.4364283e-05
8.937,,-1.1428293000000001e-05
8.94,,-8.7884451e-06
8.943,,-6.613314799999999e-06
8.947,,-5.0227609000000005e-06
8.95,,-4.0800548000000005e-06
8.953,,-3.7894457e-06
8.957,,-4.0991902e-06
8.96,,-4.9095673e-06
8.963,,-6.0849438000000005e-06
8.967,,-7.4685994e-06
8.97,,-8.8987966e-06
8.973,,-1.0224508000000002e-05
8.977,,-1.1319291e-05
8.98,,-1.2092037000000002e-05
8.983,,-1.2493643999999999e-05
8.987,,-1.2519128e-05
8.99,,-1.2205121e-05
8.993,,-1.1623184e-05
8.997,,-1.0869788000000001e-05
9.0,,-1.005409e-05
9.003,,-9.284873599999999e-06
9.007,,-8.6580524e-06
9.01,,-8.246032500000001e-06
9.013,,-8.0900354e-06
9.017,,-8.196129e-06
9.02,,-8.535316500000001e-06
9.023,,-9.0475974e-06
9.027,,-9.6494936e-06
9.03,,-1.0244171e-05
9.033,,-1.0733018999999999e-05
9.037,,-1.1027406e-05
9.04,,-1.1059315e-05
9.043,,-1.0789707e-05
9.047,,-1.0213687e-05
9.05,,-9.3619115e-06
9.053,,-8.2980819e-06
9.057,,-7.1127818e-06
9.06,,-5.9143134e-06
9.063,,-4.8175185e-06
9.067,,-3.9317816e-06
9.07,,-3.3495105999999998e-06
9.073,,-3.1363421e-06
9.077,,-3.3241416999999997e-06
9.08,,-3.9075711e-06
9.083,,-4.84462e-06
9.087,,-6.0610702e-06
9.09,,-7.458437e-06
9.093,,-8.924552799999999e-06
9.097,,-1.0345658e-05
9.1,,-1.1618686e-05
9.103,,-1.2662401000000002e-05
9.107,,-1.3426112999999999e-05
9.11,,-1.3894984e-05
9.113,,-1.4091238e-05
9.117,,-1.4071034e-05
9.12,,-1.3917225e-05
9.123,,-1.3728649e-05
9.127,,-1.3607001000000001e-05
9.13,,-1.3642604000000001e-05
9.133,,-1.390056e-05
9.137,,-1.4408762000000001e-05
9.14,,-1.51491e-05
9.143,,-1.6052917e-05
9.147,,-1.7001365e-05
9.15,,-1.7830864e-05
9.153,,-1.8343354000000002e-05
9.157,,-1.8320564e-05
9.16,,-1.7541130000000003e-05
9.163,,-1.5799097e-05
9.167,,-1.2922161e-05
9.17,,-8.7880506e-06
9.173,,-3.3375383e-06
9.177,,3.4170743e-06
9.18,,1.1388814e-05
9.183,,2.0418543000000002e-05
9.187,,3.028294e-05
9.19,,4.070731e-05
9.193,,5.1382147999999995e-05
9.197,,6.19821e-05
9.2,,7.218576e-05
9.203,,8.169472900000001e-05
9.207,,9.0250451e-05
9.21,,9.764757900000001e-05
9.213,,0.00010374297
9.217,,0.00010845979
9.22,,0.00011178667
9.223,,0.00011377221
9.227,,0.00011451558000000001
9.23,,0.00011415423
9.233,,0.00011284972000000001
9.237,,0.00011077312000000001
9.24,,0.00010809097
9.243,,0.00010495304000000001
9.247,,0.00010148247000000001
9.25,,9.7769061e-05
9.253,,9.3865827e-05
9.257,,8.978880200000001e-05
9.26,,8.551982700000001e-05
9.263,,8.101179e-05
9.267,,7.6195702e-05
9.27,,7.0988905e-05
9.273,,6.530372900000001e-05
9.277,,5.9055966000000005e-05
9.28,,5.2172634e-05
9.283,,4.4598653e-05
9.287,,3.6302164e-05
9.29,,2.7278371e-05
9.293,,1.7551903000000002e-05
9.297,,7.177742900000001e-06
9.3,,-3.7591475e-06
9.303,,-1.5145383000000001e-05
9.307,,-2.6841743999999998e-05
9.31,,-3.8686684e-05
9.313,,-5.0500642000000004e-05
9.317,,-6.2091066e-05
9.32,,-7.3258038e-05
9.323,,-8.3800375e-05
9.327,,-9.3522048e-05
9.33,,-0.0001022387
9.333,,-0.00010978399999999999
9.337,,-0.00011601557999999999
9.34,,-0.0001208201
9.343,,-0.00012411729
9.347,,-0.00012586251
9.35,,-0.00012604773
9.353,,-0.00012470075
9.357,,-0.00012188269999999999
9.36,,-0.00011768393
9.363,,-0.00011221876
9.367,,-0.00010561926
9.37,,-9.802882699999999e-05
9.373,,-8.9595989e-05
9.377,,-8.0469088e-05
9.38,,-7.0792248e-05
9.383,,-6.0703047999999996e-05
9.387,,-5.0332067e-05
9.39,,-3.9804274e-05
9.393,,-2.9242023000000002e-05
9.397,,-1.8769204e-05
9.4,,-8.5159226e-06
9.403,,1.3770077e-06
9.407,,1.0754554000000001e-05
9.41,,1.9445637e-05
9.413,,2.7263604999999998e-05
9.417,,3.4009373e-05
9.42,,3.9477385e-05
9.423,,4.3464183e-05
9.427,,4.5779135999999995e-05
9.43,,4.6256535e-05
9.433,,4.4768086e-05
9.437,,4.1234658999999995e-05
9.44,,3.5636139e-05
9.443,,2.8018283e-05
9.447,,1.849571e-05
9.45,,7.250407300000001e-06
9.453,,-5.4744533e-06
9.457,,-1.9385200000000002e-05
9.46,,-3.4152217e-05
9.463,,-4.9427353e-05
9.467,,-6.486284700000001e-05
9.47,,-8.0130207e-05
9.473,,-9.493743500000001e-05
9.477,,-0.00010904304000000001
9.48,,-0.00012226551
9.483,,-0.00013448730000000002
9.487,,-0.0001456528
9.49,,-0.00015576041
9.493,,-0.00016484929999999997
9.497,,-0.0001729819
9.5,,-0.00018022395
9.503,,-0.00018662370000000001
9.507,,-0.00019219267000000003
9.51,,-0.00019688967
9.513,,-0.0002006101
9.517,,-0.00020318190000000001
9.52,,-0.00020436893000000002
9.523,,-0.00020388193999999998
9.527,,-0.00020139684
9.53,,-0.0001965788
9.533,,-0.00018911051000000003
9.537,,-0.0001787224
9.54,,-0.0001652221
9.543,,-0.00014852069
9.547,,-0.00012865318000000002
9.55,,-0.00010579130000000001
9.553,,-8.024699e-05
9.557,,-5.2466021999999996e-05
9.56,,-2.3011732000000003e-05
9.563,,7.460117000000001e-06
9.567,,3.8233677e-05
9.57,,6.8570201e-05
9.573,,9.7747257e-05
9.577,,0.00012509697
9.58,,0.00015004031
9.583,,0.00017211471
9.587,,0.00019099294
9.59,,0.00020649179
9.593,,0.00021856996000000001
9.597,,0.00022731560000000003
9.6,,0.00023292463999999999
9.603,,0.00023567192000000002
9.607,,0.00023587785
9.61,,0.00023387344
9.613,,0.00022996679
9.617,,0.00022441414
9.62,,0.00021739779000000002
9.623,,0.00020901291
9.627,,0.00019926423
9.63,,0.00018807279999999999
9.633,,0.00017529221000000002
9.637,,0.00016073252
9.64,,0.00014418977
9.643,,0.00012547842
9.647,,0.00010446354
9.65,,8.1089981e-05
9.653,,5.5405735e-05
9.657,,2.7577458e-05
9.66,,-2.103425e-06
9.663,,-3.3224582e-05
9.667,,-6.5266419e-05
9.67,,-9.762442200000001e-05
9.673,,-0.00012963843
9.677,,-0.00016062646
9.68,,-0.00018992045
9.683,,-0.00021690099000000002
9.687,,-0.00024102846000000002
9.69,,-0.00026186827999999997
9.693,,-0.00027910834
9.697,,-0.0002925677
9.7,,-0.00030219617
9.703,,-0.00030806509
9.707,,-0.00031035072000000003
9.71,,-0.00030931169
9.713,,-0.00030526283000000004
9.717,,-0.00029854777
9.72,,-0.00028951249
9.723,,-0.00027848227
9.727,,-0.00026574356
9.73,,-0.00025153229
9.733,,-0.00023602906000000002
9.737,,-0.00021936134999999999
9.74,,-0.00020161196
9.743,,-0.00018283265
9.747,,-0.00016306123
9.75,,-0.00014234014
9.753,,-0.00012073471000000001
9.757,,-9.8348946e-05
9.76,,-7.5337302e-05
9.763,,-5.1911171e-05
9.767,,-2.833927e-05
9.77,,-4.9417552e-06
9.773,,1.792154e-05
9.777,,3.9867862e-05
9.78,,6.0511897000000004e-05
9.783,,7.9488065e-05
9.787,,9.6472856e-05
9.79,,0.00011120535000000001
9.793,,0.00012350418000000001
9.797,,0.00013327946000000001
9.8,,0.00014053872
9.803,,0.00014538623
9.807,,0.00014801577999999999
9.81,,0.00014869744000000002
9.813,,0.00014775921
9.817,,0.00014556515
9.82,,0.00014249148
9.823,,0.00013890253000000002
9.827,,0.00013512837999999998
9.83,,0.0001314456
9.833,,0.00012806273
9.837,,0.00012511106
9.84,,0.00012264153
9.843,,0.00012062742
9.847,,0.00011897259
9.85,,0.00011752423
9.853,,0.00011608891
9.857,,0.00011445051
9.86,,0.00011238850999999999
9.863,,0.00010969509
9.867,,0.00010618984999999999
9.87,,0.00010173097
9.873,,9.6222241e-05
9.877,,8.961570300000001e-05
9.88,,8.190988600000002e-05
9.883,,7.3144342e-05
9.887,,6.339119e-05
9.89,,5.2744788000000004e-05
9.893,,4.1310719e-05
9.897,,2.9195289e-05
9.9,,1.6496651e-05
9.903,,3.2984448000000004e-06
9.907,,-1.0333441e-05
9.91,,-2.4350692e-05
9.913,,-3.8719084e-05
9.917,,-5.3412088000000004e-05
9.92,,-6.8402323e-05
9.923,,-8.3651771e-05
9.927,,-9.9101865e-05
9.93,,-0.00011466453
9.933,,-0.00013021524
9.937,,-0.00014558887
9.94,,-0.00016057909
9.943,,-0.00017494133
9.947,,-0.00018839952
9.95,,-0.00020065603000000003
9.953,,-0.00021140417000000002
9.957,,-0.00022034233
9.96,,-0.00022718866
9.963,,-0.00023169517000000002
9.967,,-0.00023366021
9.97,,-0.00023293828999999998
9.973,,-0.00022944678
9.977,,-0.00022316876
9.98,,-0.00021415224
9.983,,-0.00020250584
9.987,,-0.00018839144
9.99,,-0.00017201468
9.993,,-0.00015361406
9.997,,-0.00013344984
10.0,,-0.00011179343
10.0,,-8.8918371e-05
10.01,,-6.509325e-05
10.01,,-4.0577187e-05
10.01,,-1.5617783e-05
10.02,,9.5485485e-06
10.02,,3.469436e-05
10.02,,5.9597672000000004e-05
10.03,,8.4037971e-05
10.03,,0.00010779250000000001
10.03,,0.00013063356
10.04,,0.00015232753
10.04,,0.00017263583999999998
10.04,,0.0001913183
10.05,,0.00020813848999999999
10.05,,0.00022287099000000001
10.05,,0.00023530990000000002
10.06,,0.00024527778
10.06,,0.00025263445
10.06,,0.00025728459
10.07,,0.0002591836
10.07,,0.00025834107
10.07,,0.00025482144
10.08,,0.00024874184000000003
10.08,,0.00024026721
10.08,,0.00022960296000000001
10.09,,0.00021698599
10.09,,0.00020267450999999999
10.09,,0.00018693768999999998
10.1,,0.00017004571
10.1,,0.00015226107
10.1,,0.00013383164
10.11,,0.00011498576
10.11,,9.592955699999999e-05
10.11,,7.6846381e-05
10.12,,5.7898068999999996e-05
10.12,,3.9227524e-05
10.12,,2.0962085000000003e-05
10.13,,3.2170784e-06
10.13,,-1.3901009000000001e-05
10.13,,-3.0292211e-05
10.14,,-4.5861921e-05
10.14,,-6.0521026e-05
10.14,,-7.4187265e-05
10.15,,-8.6787573e-05
10.15,,-9.826101400000001e-05
10.15,,-0.00010856180000000001
10.16,,-0.00011766186
10.16,,-0.0001255525
