Tiempo [s],u [m],v [m/s],a [m/s²]
0.29,2.1899040245908662e-08,2.9660871055213407e-07,-5.595311863035349e-06
0.2933,2.2839504553417488e-08,2.774764762290652e-07,-6.1727411047175515e-06
0.2967,2.371140819700428e-08,2.5642708994948677e-07,-6.741035277173703e-06
0.3,2.4508459081461598e-08,2.334976880363331e-07,-7.292171078509632e-06
0.3033,2.5224569092466468e-08,2.0875615082918684e-07,-7.813325601651028e-06
0.3067,2.5853992958568762e-08,1.82316016927756e-07,-8.288177666394903e-06
0.31,2.639150485532477e-08,1.543467213896291e-07,-8.698615077022662e-06
0.3133,2.6832594390239053e-08,1.2507798725666153e-07,-9.02662885373061e-06
0.3167,2.717366136027371e-08,9.479787879877602e-08,-9.256236475952466e-06
0.32,2.7412188537084393e-08,6.384460713019124e-08,-9.37520930401063e-06
0.3233,2.754687366595745e-08,3.2592854803828985e-08,-9.37646753906074e-06
0.3267,2.7577705627657458e-08,1.4358622208663584e-09,-9.258981164088415e-06
0.33,2.750597491224128e-08,-2.9235029559761428e-08,-9.02811944038097e-06
0.3333,2.7334214643186862e-08,-5.905150496997993e-08,-8.695405167701048e-06
0.3367,2.7066074810074e-08,-8.768810657983444e-08,-8.277699702437716e-06
0.34,2.670613851738675e-08,-1.148789511059138e-07,-7.795907937282975e-06
0.3433,2.6259694336168355e-08,-1.4042981936920845e-07,-7.273312102610052e-06
0.3467,2.5732482827193804e-08,-1.6422451633917607e-07,-6.733694467133199e-06
0.35,2.5130437643200247e-08,-1.862249329996501e-07,-6.1994114236195164e-06
0.3533,2.4459442124836304e-08,-2.0646479330518608e-07,-5.689593341761723e-06
0.3567,2.3725120961314425e-08,-2.250376346493125e-07,-5.218625225200022e-06
0.36,2.2932683442539314e-08,-2.4208006430533936e-07,-4.795035908635121e-06
0.3633,2.2086830406346616e-08,-2.5775172522776975e-07,-4.4208816999859405e-06
0.3667,2.1191731536060718e-08,-2.722136773290589e-07,-4.09169402470546e-06
0.37,2.0251073702655408e-08,-2.856070404731838e-07,-3.7969505529444722e-06
0.3733,1.9268175090432388e-08,-2.980336520301965e-07,-3.521079290767363e-06
0.3767,1.8246154355187397e-08,-3.0954039387601635e-07,-3.244849639930131e-06
0.38,1.718813953135327e-08,-3.2010842691839233e-07,-2.947088248797042e-06
0.3833,1.6097498128528186e-08,-3.296482641586326e-07,-2.6065377011404023e-06
0.3867,1.4978068115339684e-08,-3.380010533985647e-07,-2.203732022559255e-06
0.39,1.3834369378968022e-08,-3.4494599746390746e-07,-1.7227351794761505e-06
0.3933,1.2671776722052209e-08,-3.502133417366551e-07,-1.1526063516528835e-06
0.3967,1.1496638408850503e-08,-3.5350193043621386e-07,-4.884866120744379e-07
0.4,1.031632838841223e-08,-3.545000090788529e-07,2.6776569948939693e-07
0.4033,9.139225295907748e-09,-3.5290772050403817e-07,1.1074488173060416e-06
0.4067,7.974616768708992e-09,-3.4845961557753614e-07,2.01537841509485e-06
0.41,6.832533066761827e-09,-3.4094556117848666e-07,2.970728268642349e-06
0.4133,5.723519080702052e-09,-3.302285233203709e-07,3.948258106549259e-06
0.4167,4.658358170479236e-09,-3.162579947866768e-07,4.919856639329052e-06
0.42,3.647764601448257e-09,-2.9907813003091257e-07,5.856263753651552e-06
0.4233,2.7020634253624382e-09,-2.788300765432369e-07,6.728868168308851e-06
0.4267,1.8308773735023361e-09,-2.55748373163246e-07,7.511434129535677e-06
0.43,1.042839680735917e-09,-2.3015173188902967e-07,8.181661128206571e-06
0.4333,3.453498089001488e-10,-2.0242886831868113e-07,8.72244638813659e-06
0.4367,-2.556140525556625e-10,-1.7302041640131746e-07,9.122796228846648e-06
0.44,-7.556157825380466e-10,-1.4239815795533002e-07,9.378314255961076e-06
0.4433,-1.1518100492316032e-09,-1.1104299333342373e-07,9.491247413572324e-06
0.4467,-1.4429184176164011e-09,-7.942311902845278e-08,9.470099498240075e-06
0.45,-1.6291370644184458e-09,-4.797383197908712e-08,9.328838577578702e-06
0.4533,-1.7119846934443361e-09,-1.708025017322103e-08,9.085775177889718e-06
0.4567,-1.6941029421502364e-09,1.2936005135120439e-08,8.762173785997229e-06
0.46,-1.5790243650979348e-09,4.182537927572093e-08,8.380720825072077e-06
0.4633,-1.370924792513816e-09,6.941379494331814e-08,7.963929845818154e-06
0.4667,-1.0743774050414576e-09,9.560080833201264e-08,7.532620378063893e-06
0.47,-6.941251981271925e-10,1.2035282462253575e-07,7.104552600579095e-06
0.4733,-2.3488673543581865e-10,1.436919734997851e-07,6.693315368965191e-06
0.4767,2.9879268962171857e-10,1.6568156007829296e-07,6.307552622307948e-06
0.48,9.026359528639285e-10,1.8640923839512989e-07,5.950551244676846e-06
0.4833,1.5726706293836634e-09,2.0596915728530068e-07,5.620244339858984e-06
0.4867,2.30520711211238e-09,2.2444443966993133e-07,5.309601502428362e-06
0.49,3.0967626104207506e-09,2.4189127179630685e-07,5.0073899463807865e-06
0.4933,3.943939299744154e-09,2.583257828220144e-07,4.699239531500129e-06
0.4967,4.843268264177199e-09,2.7371467022980674e-07,4.368942680244267e-06
0.5,5.7910334041800185e-09,2.879702726265935e-07,3.999891486995913e-06
0.5033,6.783090967998986e-09,3.00950454449303e-07,3.5765406774243542e-06
0.5067,7.814700734520707e-09,3.1246332052721804e-07,3.085814557034904e-06
0.51,8.880384098466168e-09,3.222764592398009e-07,2.518320479043765e-06
0.5133,9.973822407871137e-09,3.3013002942362813e-07,1.8693209387820257e-06
0.5167,1.108780607304393e-08,3.3575280189145185e-07,1.1393628243421095e-06
0.52,1.2214241356258678e-08,3.3887998802509985e-07,3.3453415282473596e-07
0.5233,1.3344217634407941e-08,3.3927159560664675e-07,-5.336734526003147e-07
0.5267,1.4468133627810221e-08,3.3673000405894723e-07,-1.448888902458867e-06
0.53,1.5575876875697154e-08,3.311155016631902e-07,-2.3907348487740636e-06
0.5333,1.665704694404521e-08,3.2235867758637375e-07,-3.3359822890181938e-06
0.5367,1.7701209762082383e-08,3.1046879831182764e-07,-4.259905469656272e-06
0.54,1.8698168291018303e-08,2.9553757821876644e-07,-5.137744195597286e-06
0.5433,1.963823360950342e-08,2.777380860095491e-07,-5.946153883449876e-06
0.5467,2.0512480543771114e-08,2.57318899737506e-07,-6.664557079958419e-06
0.55,2.131297312664285e-08,2.3459392920204562e-07,-7.276288064941198e-06
0.5533,2.203294737011841e-08,2.099286561907136e-07,-7.769457625292527e-06
0.5567,2.266694191982655e-08,1.8372377839523526e-07,-8.137474323585304e-06
0.56,2.3210870828970777e-08,1.5639741087287073e-07,-8.37921163755022e-06
0.5633,2.366203669812361e-08,1.2836705652152702e-07,-8.498783725075123e-06
0.5667,2.4019086477021357e-08,1.0003259154582122e-07,-8.505000140304142e-06
0.57,2.4281915943960196e-08,7.176132314382595e-08,-8.410515021008326e-06
0.5733,2.44515320644479e-08,4.387606229689568e-08,-8.230761403484843e-06
0.5767,2.4529884806876228e-08,1.6646848948753347e-08,-7.982765411604937e-06
0.58,2.4519681382367264e-08,-9.713332565305556e-09,-7.683915390466368e-06
0.5833,2.4424196260765023e-08,-3.5048794952429494e-08,-7.350802742250426e-06
0.5867,2.4247089652749133e-08,-5.925764215577644e-08,-6.998202730989939e-06
0.59,2.3992245536654644e-08,-8.228505661429764e-08,-6.638283748480367e-06
0.5933,2.3663637931150528e-08,-1.0411416656158407e-07,-6.2800755639901195e-06
0.5967,2.3265231206243478e-08,-1.2475539140494996e-07,-5.9292382717716245e-06
0.6,2.2800917033555482e-08,-1.442352574016709e-07,-5.5881198052380184e-06
0.6033,2.2274487393962655e-08,-1.625856283812159e-07,-5.256081449528192e-06
0.6067,2.1689640160831323e-08,-1.7983420432850716e-07,-4.930042736747388e-06
0.61,2.1050011397304143e-08,-1.9599696124993403e-07,-4.605176299094247e-06
0.6133,2.0359226825793887e-08,-2.110729785565663e-07,-4.27568832955809e-06
0.6167,1.962096405708615e-08,-2.2504186156615096e-07,-3.935591341757754e-06
0.62,1.883901714568278e-08,-2.3786368759768637e-07,-3.579414200925217e-06
0.6233,1.8017355790174235e-08,-2.4948120415504166e-07,-3.202774537279877e-06
0.6267,1.7160172949691717e-08,-2.598237811135683e-07,-2.8027663090846535e-06
0.63,1.627191658446829e-08,-2.688124964557618e-07,-2.378157372071253e-06
0.6333,1.5357303412094324e-08,-2.7636569620311954e-07,-1.929365806488483e-06
0.6367,1.4421314803049097e-08,-2.82404332904787e-07,-1.458265204155318e-06
0.64,1.3469176959564899e-08,-2.8685651837605773e-07,-9.678259073109872e-07
0.6433,1.250632911900772e-08,-2.896608173750149e-07,-4.6168041813016866e-07
0.6467,1.1538384546162284e-08,-2.90768048771997e-07,5.636383808310103e-08
0.65,1.0571089435587095e-08,-2.9014150649771517e-07,5.827590677240368e-07
0.6533,9.610284515844053e-09,-2.877557868519516e-07,1.1145858113763524e-06
0.6567,8.661873187251323e-09,-2.83594521194831e-07,1.6497603770002374e-06
0.66,7.731798533893803e-09,-2.7764754080903555e-07,2.187093935102235e-06
0.6633,6.826029748380053e-09,-2.699080038304387e-07,2.7261607511147893e-06
0.6667,5.9505565715237415e-09,-2.6037010057759064e-07,3.266999409770767e-06
0.67,5.111388513874949e-09,-2.4902786797677763e-07,3.8096782275523273e-06
0.6733,4.314554146045356e-09,-2.3587553108022647e-07,4.353766503928602e-06
0.6767,3.5660947570453797e-09,-2.2090963328624187e-07,4.897774325743155e-06
0.68,2.872046351553752e-09,-2.041330014885597e-07,5.438631239423809e-06
0.6833,2.238404383797517e-09,-1.855603595321158e-07,5.971272267041589e-06
0.6867,1.671066753123297e-09,-1.6522519469107503e-07,6.488376231715731e-06
0.69,1.1757523566332289e-09,-1.431873086102003e-07,6.980329425551798e-06
0.6933,7.578947910587766e-10,-1.1954030280875366e-07,7.4354131307731064e-06
0.6967,4.225133682657931e-10,-9.441822832214992e-08,7.840244090827413e-06
0.7,1.7406624271861666e-10,-6.800058505386827e-08,8.180433444369377e-06
0.7033,1.6292880120622493e-11,-4.051497031013032e-08,8.441430903441451e-06
0.7067,-4.794492793425428e-11,-1.2236811514568083e-08,8.609491202258315e-06
0.71,-1.6812967129777285e-11,1.6514163819452705e-08,8.672690040900865e-06
0.7133,1.1036560864690544e-10,4.538080838033434e-08,8.621896570037358e-06
0.7167,3.330112099543799e-10,7.397858253297708e-08,8.451632555894606e-06
0.72,6.492287578766413e-10,1.0190827431654604e-07,8.160725912356307e-06
0.7233,1.0557957550370716e-09,1.2877068153218317e-07,7.752704612141265e-06
0.7267,1.5482017208382019e-09,1.5418234926710614e-07,7.23588147668514e-06
0.73,2.120739880689275e-09,1.7779131674612834e-07,6.623110999398341e-06
0.7333,2.766648444215368e-09,1.9929179137589056e-07,5.931231507398386e-06
0.7367,3.4782953116951097e-09,2.1843671234557467e-07,5.180206144586807e-06
0.74,4.247396914571047e-09,2.3504727499911892e-07,4.392052848934368e-06
0.7433,5.065259400222472e-09,2.4901874242687277e-07,3.589599084824891e-06
0.7467,5.923028682358317e-09,2.6032206742784717e-07,2.795190091722404e-06
0.75,6.811935181404943e-09,2.6900122304884037e-07,2.029414431428331e-06
0.7533,7.723519428378968e-09,2.7516639958691194e-07,1.3099671032984764e-06
0.7567,8.649826059028054e-09,2.789835742674563e-07,6.507074101638551e-07
0.76,9.583556006910309e-09,2.8066118581635525e-07,6.101123414281435e-08
0.7633,1.0518169718467947e-08,2.804349012908694e-07,-4.5457507986081605e-07
0.7667,1.1447937713707019e-08,2.7855153133407616e-07,-8.963182661956251e-07
0.77,1.2367938548948536e-08,2.7525326451434717e-07,-1.2689646103772562e-06
0.7733,1.327400788482857e-08,2.707632768430396e-07,-1.5810903198102695e-06
0.7767,1.4162645652138217e-08,2.652737024867499e-07,-1.844216978702689e-06
0.78,1.5030890996380455e-08,2.5893670450532866e-07,-2.0717451531368604e-06
0.7833,1.5876176559850237e-08,2.518591647726725e-07,-2.2778105573746906e-06
0.7867,1.6696174612915435e-08,2.4410119193239576e-07,-2.4761339139829656e-06
0.79,1.7488647528417996e-08,2.3567838278372002e-07,-2.678967258077404e-06
0.7933,1.8251314120732483e-08,2.2656745975772612e-07,-2.896203716948833e-06
0.7967,1.898174157335472e-08,2.1671468932533982e-07,-3.134711053757189e-06
0.8,1.9677270223913214e-08,2.060462946026e-07,-3.3979380001791325e-06
0.8033,2.0334975573973637e-08,1.9447995084258164e-07,-3.6857957947335133e-06
0.8067,2.095166881499463e-08,1.819364389966102e-07,-3.994823884692741e-06
0.81,2.1523934142477315e-08,1.6835054408526581e-07,-4.318599048423316e-06
0.8133,2.2048198422623714e-08,1.5368042001379724e-07,-4.64834829471234e-06
0.8167,2.2520826575771808e-08,1.3791479385407184e-07,-4.973702804437357e-06
0.82,2.2938234501016827e-08,1.2107759991456458e-07,-5.283520359306212e-06
0.8233,2.3297010581256968e-08,1.032298685097647e-07,-5.566712415691541e-06
0.8267,2.3594036774873566e-08,8.446891272220619e-08,-5.813005291343973e-06
0.83,2.38266010030211e-08,6.49250827635429e-08,-6.013575485827644e-06
0.8333,2.3992493850666145e-08,4.475653066635762e-08,-6.1615313218656675e-06
0.8367,2.4090084363112787e-08,2.4142537563455407e-08,-6.252192915984879e-06
0.84,2.4118371782557693e-08,3.2760623892638565e-09,-6.283186559870403e-06
0.8433,2.407701219207244e-08,-1.7643864541666054e-08,-6.254347723744894e-06
0.8467,2.3966321049738914e-08,-3.8419293656784026e-08,-6.16746688708734e-06
0.85,2.3787254338480075e-08,-5.885955960790738e-08,-6.025913678990983e-06
0.8533,2.354137237745637e-08,-7.878616958406999e-08,-5.83418625397682e-06
0.8567,2.3230791169672585e-08,-9.803616692743407e-08,-5.5974335285866834e-06
0.86,2.2858126464859744e-08,-1.1646391841410081e-07,-5.320996869852828e-06
0.8633,2.2426435495824508e-08,-1.339414302873664e-07,-5.01001953316927e-06
0.8667,2.1939160680056e-08,-1.503574332121124e-07,-4.669141054328086e-06
0.87,2.14000785903148e-08,-1.6561554690710634e-07,-4.302309687118986e-06
0.8733,2.0813256277250756e-08,-1.7963191823476023e-07,-3.912713239603884e-06
0.8767,2.018301574156649e-08,-1.9233271870145262e-07,-3.5028178580021747e-06
0.88,1.9513906142941477e-08,-2.0365185574971723e-07,-3.0745082252248267e-06
0.8833,1.8810682309701345e-08,-2.1352919936718488e-07,-2.629285345254969e-06
0.8867,1.8078287369366187e-08,-2.2190951064347108e-07,-2.1685155273760197e-06
0.89,1.7321836916621172e-08,-2.287421880304728e-07,-1.69366467738622e-06
0.8933,1.6546602099896943e-08,-2.3398178700208683e-07,-1.206523503079306e-06
0.8967,1.5757989292995656e-08,-2.3758923221158594e-07,-7.093628948292293e-07
0.9,1.49615146003872e-08,-2.3953349687410963e-07,-2.050284538637446e-07
0.9033,1.4162772210956867e-08,-2.397935270044423e-07,3.030492662689951e-07
0.9067,1.336739647947274e-08,-2.3836013163528927e-07,8.109263074947793e-07
0.91,1.2581018471865828e-08,-2.3523758404995004e-07,1.314277446485719e-06
0.9133,1.1809218442587917e-08,-2.304447320426882e-07,1.8085889434919736e-06
0.9167,1.105747626242848e-08,-2.2401545215682943e-07,2.2893675224184925e-06
0.92,1.0331122096247623e-08,-2.1599840055987189e-07,2.7523574660150066e-06
0.9233,9.63528963882294e-09,-2.064560646967692e-07,3.193728396334511e-06
0.9267,8.974873943253554e-09,-1.9546322903929618e-07,3.6102150179209373e-06
0.93,8.354495346285173e-09,-1.8310502955742468e-07,3.999191421737482e-06
0.9333,7.778470303708689e-09,-1.6947481877771466e-07,4.358675468918764e-06
0.9367,7.250789146271128e-09,-1.546720859768863e-07,4.687249477310076e-06
0.94,6.775099956238912e-09,-1.3880068708105108e-07,4.983926515131569e-06
0.9433,6.354697053791003e-09,-1.2196757313898396e-07,5.247953231253757e-06
0.9467,5.992512015181159e-09,-1.0428219509967672e-07,5.478589799391973e-06
0.95,5.6911048267195036e-09,-8.58566464464237e-08,5.674884657857898e-06
0.9533,5.4526527500427895e-09,-6.680653752699108e-08,5.835472255176326e-06
0.9567,5.2789347074484185e-09,-4.725250807957875e-08,5.95841397843373e-06
0.96,5.17130951470315e-09,-2.732220554978774e-08,6.04111641913534e-06
0.9633,5.130687053447097e-09,-7.152471323419015e-09,6.0803270766850536e-06
0.9667,5.15749238349708e-09,1.310853766331571e-08,6.072224795036115e-06
0.97,5.251623802557416e-09,3.329960851026755e-08,6.012605888670834e-06
0.9733,5.412406864464606e-09,5.324541501877383e-08,5.897145459240718e-06
0.9767,5.638547262234443e-09,7.27563948963586e-08,5.721734892559142e-06
0.98,5.928086216843931e-09,9.16297827245782e-08,5.482856283125957e-06
0.9833,6.278362491692946e-09,1.0965190968305165e-07,5.177979267677851e-06
0.9867,6.685985328627917e-09,1.2660181071211877e-07,4.805939450583453e-06
0.99,7.146822478073284e-09,1.4225606809884079e-07,4.367286835378733e-06
0.9933,7.656007045086827e-09,1.5639474661272844e-07,3.864550389577149e-06
0.9967,8.207966097704028e-09,1.6880814266189195e-07,3.302421174554485e-06
1.0,8.796472993615982e-09,1.793040523999802e-07,2.687825696719349e-06
1.003,9.414724177415532e-09,1.877151740211984e-07,2.029866879664424e-06
1.007,1.0055439863292892e-08,1.939062242038674e-07,1.339658126029776e-06
1.01,1.0710986663008243e-08,1.9778038341042145e-07,6.30015759796861e-07
1.013,1.1373518882198445e-08,1.9928464008840554e-07,-8.493961913577623e-08
1.017,1.2035134007196617e-08,1.9841371561891937e-07,-7.902903014096953e-07
1.02,1.268803688113086e-08,1.952122484610525e-07,-1.4708889332371937e-06
1.023,1.3324706296459435e-08,1.8977504619505946e-07,-2.111974642367293e-06
1.027,1.3938057265664284e-08,1.8224527553171357e-07,-2.699799100289199e-06
1.03,1.452159209886785e-08,1.7281058267134552e-07,-3.2222319155139937e-06
1.033,1.5069533633364776e-08,1.6169723438485932e-07,-3.6693195868918044e-06
1.037,1.5576934528330296e-08,1.491624717736185e-07,-4.033753428596202e-06
1.04,1.603975746217913e-08,1.3548539112874548e-07,-4.311233275529189e-06
1.043,1.645492228771732e-08,1.2095672818304883e-07,-4.500692295695397e-06
1.047,1.682031769445766e-08,1.0586802291849609e-07,-4.6043658862789945e-06
1.05,1.713477661424939e-08,9.050068514922703e-08,-4.627704054741419e-06
1.053,1.7398016420930393e-08,7.511550574612327e-08,-4.579099505765079e-06
1.057,1.7610546832895536e-08,5.994319410781575e-08,-4.469471884937863e-06
1.06,1.7773550192516414e-08,4.5176437681387426e-08,-4.311688588422988e-06
1.063,1.788874043132833e-08,3.096399035250085e-08,-4.119867691115957e-06
1.067,1.7958208367378834e-08,1.7407152987983194e-08,-3.908598579786749e-06
1.07,1.7984261940528717e-08,4.558904294368947e-09,-3.6920996751265467e-06
1.073,1.796927051942391e-08,-7.574175782635418e-09,-3.483394217157087e-06
1.077,1.7915522401444922e-08,-1.9027261320038928e-08,-3.293517303264396e-06
1.08,1.7825104063376685e-08,-2.9870094400951144e-08,-3.130845240491565e-06
1.083,1.769980858765524e-08,-4.019767357004664e-08,-3.000556855654986e-06
1.087,1.7541079042441185e-08,-5.0119318779264325e-08,-2.9043013536588057e-06
1.09,1.734999048200161e-08,-5.97468085127339e-08,-2.8400813578420784e-06
1.093,1.7127271777537867e-08,-6.918233318897392e-08,-2.802383321706345e-06
1.097,1.687336584035904e-08,-7.85070861358893e-08,-2.782551380942502e-06
1.1,1.658852411950566e-08,-8.777129280113664e-08,-2.769391679453768e-06
1.103,1.6272928729238378e-08,-9.698642539936515e-08,-2.7499819150240994e-06
1.107,1.592683338578491e-08,-1.0612023475737504e-07,-2.710623339152279e-06
1.11,1.55507126926289e-08,-1.1509503908537094e-07,-2.637893068098729e-06
1.113,1.5145408323249027e-08,-1.237895316677589e-07,-2.5197098523706476e-06
1.117,1.4712260457514205e-08,-1.3204409290686045e-07,-2.346341990944108e-06
1.12,1.4253213473213586e-08,-1.3966935370964244e-07,-2.111285199452964e-06
1.123,1.3770886366748739e-08,-1.4645750829396074e-07,-1.8119283083929576e-06
1.127,1.3268600628902423e-08,-1.5219563241169693e-07,-1.4499626683100113e-06
1.13,1.275036117390875e-08,-1.5668010852664135e-07,-1.0314822796707815e-06
1.133,1.2220789251964518e-08,-1.5973111422089482e-07,-5.66759277458859e-07
1.137,1.1685009810409534e-08,-1.6120610049529604e-07,-6.970535045395941e-08
1.14,1.114849926064795e-08,-1.6101122122743048e-07,4.429711270264936e-07
1.143,1.06169027958808e-08,-1.591097655361354e-07,9.528330018527507e-07
1.147,1.0095832991603807e-08,-1.555268830283706e-07,1.4409591621971064e-06
1.15,9.590663225278464e-09,-1.503501006966353e-07,1.8892600955467888e-06
1.153,9.106330286315996e-09,-1.4372546952708418e-07,2.2817755607999563e-06
1.157,8.647160297391803e-09,-1.3584948970812718e-07,2.605847250405508e-06
1.16,8.216730740149172e-09,-1.2695730209712826e-07,2.8530812933480103e-06
1.163,7.817779015208486e-09,-1.1730792584550952e-07,3.02000535541267e-06
1.167,7.452164728365417e-09,-1.0716759296155244e-07,3.1083810127067523e-06
1.17,7.120889012886697e-09,-9.679237717315056e-08,3.125113470987996e-06
1.173,6.824169936385964e-09,-8.641144379099289e-08,3.0817772073082305e-06
1.177,6.561568748398795e-09,-7.621219280049667e-08,2.9937671710281067e-06
1.18,6.332157719167031e-09,-6.632848883409188e-08,2.8791409250757665e-06
1.183,6.13471692006335e-09,-5.683294356331637e-08,2.757229319349985e-06
1.187,5.9679448219719774e-09,-4.7733928085178956e-08,2.647128478500193e-06
1.19,5.830666212264313e-09,-3.897763402062207e-08,2.5661653852527714e-06
1.193,5.722020809733713e-09,-3.045514280645365e-08,2.5284912994454693e-06
1.197,5.641617149554175e-09,-2.2014016837170856e-08,2.543875282116036e-06
1.2,5.58963870086246e-09,-1.3473635071914045e-08,2.616830265959535e-06
1.203,5.566892669104886e-09,-4.643115876459963e-09,2.7461301625170727e-06
1.207,5.5747962277307724e-09,4.659509373690663e-09,2.924757627590071e-06
1.21,5.6152996972852715e-09,1.4588336988004483e-08,3.140317922281881e-06
1.213,5.690751115913857e-09,2.525235327212105e-08,3.375863269285564e-06
1.217,5.803711281819023e-09,3.670126308013288e-08,3.6110992725897585e-06
1.22,5.9567323838795914e-09,4.89155716154576e-08,3.823869555672598e-06
1.223,6.152116410847803e-09,6.180175520409677e-08,3.991808612588608e-06
1.227,6.391671374639455e-09,7.519298289885534e-08,4.094044250556986e-06
1.23,6.676483889736406e-09,8.885544201452393e-08,4.112814978035905e-06
1.233,7.006725717251503e-09,1.0249987534827214e-07,4.034871861528665e-06
1.237,7.3815095721041804e-09,1.157975283241888e-07,3.852564863105736e-06
1.24,7.798805994578228e-09,1.2839937358579506e-07,3.5645167646362786e-06
1.243,8.255428643015396e-09,1.3995719893641146e-07,3.1758374120805625e-06
1.247,8.747090328686236e-09,1.5014500852512194e-07,2.697856877255651e-06
1.25,9.268526871247958e-09,1.586791466536565e-07,2.147393117940525e-06
1.253,9.813680797757112e-09,1.6533564055595887e-07,1.5456117654361947e-06
1.257,1.0375932464032881e-08,1.6996347692336732e-07,9.165672575760189e-07
1.26,1.0948362667511922e-08,1.7249283362749809e-07,2.855256781229794e-07
1.263,1.152402852953777e-08,1.729376629157297e-07,-3.2278199297436594e-07
1.267,1.2096233539599615e-08,1.7139248437128264e-07,-8.858679114753918e-07
1.27,1.2658773224587014e-08,1.680236490592417e-07,-1.3849978487368608e-06
1.273,1.3206139910937349e-08,1.6305580866329723e-07,-1.806413762055688e-06
1.277,1.3733673304358922e-08,1.567546419527959e-07,-2.1421572863901924e-06
1.28,1.4237647878755769e-08,1.4940721130373318e-07,-2.3904431939094626e-06
1.283,1.4715292992554419e-08,1.4130146970693596e-07,-2.555558430517859e-06
1.287,1.5164746849997075e-08,1.327064983981182e-07,-2.6472882602049975e-06
1.29,1.5584950502841742e-08,1.238549971966222e-07,-2.679934582102649e-06
1.293,1.5975492622692467e-08,1.149293337666226e-07,-2.6709902731944704e-06
1.297,1.633641942270776e-08,1.0605219314725099e-07,-2.639595838562662e-06
1.3,1.6668026588938666e-08,9.728246676759581e-08,-2.6048820800282795e-06
1.303,1.697065121081223e-08,8.861663330005301e-08,-2.5843518854993603e-06
1.307,1.7244481382631308e-08,7.999540847333591e-08,-2.592412110573159e-06
1.31,1.7489399430524666e-08,7.13150561378273e-08,-2.6391844320134622e-06
1.313,1.7704871749779874e-08,6.244236233330377e-08,-2.7296771853324757e-06
1.317,1.7889894255582526e-08,5.323200944305529e-08,-2.863389748934611e-06
1.32,1.804299777519996e-08,4.354488830366073e-08,-3.0343738451181734e-06
1.323,1.816231272806431e-08,3.3265833487124834e-08,-3.2317418301012414e-06
1.327,1.8245687553857126e-08,2.2319324123094732e-08,-3.4405831753705695e-06
1.33,1.8290850925033518e-08,1.068185549352787e-08,-3.6432100959113007e-06
1.333,1.8295604201582876e-08,-1.6100263218280102e-09,-3.820625003524629e-06
1.337,1.8258028116802537e-08,-1.4456678020396194e-08,-3.9541040102327425e-06
1.34,1.8176686500969005e-08,-2.7697567293759105e-08,-4.026751987261904e-06
1.343,1.8050810069033688e-08,-4.1118549501870956e-08,-4.024919535572164e-06
1.347,1.788044487000094e-08,-5.446364997530019e-08,-3.939358826845668e-06
1.35,1.7666552800964736e-08,-6.745040781583133e-08,-3.766029877716445e-06
1.353,1.7411055393841707e-08,-7.978756597955687e-08,-3.5064972655180855e-06
1.357,1.7116816557748185e-08,-9.119371517660244e-08,-3.167884560776476e-06
1.36,1.6787564765229567e-08,-1.0141542273894994e-07,-2.7623929915702155e-06
1.363,1.642775991842932e-08,-1.1024342752218467e-07,-2.306424691612409e-06
1.367,1.6042414422694308e-08,-1.1752564704516802e-07,-1.8193876422646666e-06
1.37,1.563688149472865e-08,-1.2317601124170223e-07,-1.3222727818659098e-06
1.373,1.521662618383506e-08,-1.2717846279081546e-07,-8.36122573225599e-07
1.377,1.4786995782326365e-08,-1.2958586417166768e-07,-3.8051337188537385e-07
1.38,1.4353006143141062e-08,-1.3051396080990457e-07,2.7824367767072196e-08
1.383,1.391915896556487e-08,-1.3013094081922082e-07,3.761507955539668e-07
1.387,1.3489302471032659e-08,-1.2864346406039063e-07,6.565193745495632e-07
1.39,1.3066544267167462e-08,-1.2628033674887728e-07,8.661940951061136e-07
1.393,1.2653220939823818e-08,-1.23275145378439e-07,1.0076466533357196e-06
1.397,1.2250924342391784e-08,-1.1984924989752626e-07,1.0881338123994974e-06
1.4,1.1860580029571543e-08,-1.1619649257015752e-07,1.1189064976690975e-06
1.403,1.1482569222875825e-08,-1.1247079754762594e-07,1.1141136589237843e-06
1.407,1.1116882389395151e-08,-1.0877760033985882e-07,1.089494805075623e-06
1.41,1.0763290233475981e-08,-1.0516971349717549e-07,1.0609789485576017e-06
1.413,1.0421516838092238e-08,-1.0164784924897372e-07,1.0432994249391392e-06
1.417,1.0091399894755107e-08,-9.816564725870191e-08,1.048743295594609e-06
1.42,9.773024415258735e-09,-9.463867223617747e-08,1.086139311814874e-06
1.423,9.466818890040059e-09,-9.095652331455111e-08,1.1601599056284972e-06
1.427,9.173606314256384e-09,-8.699695540675855e-08,1.2710008424257345e-06
1.43,8.894606549970955e-09,-8.264074532646495e-08,1.4144485458703035e-06
1.433,8.631390768587477e-09,-7.778601160646289e-08,1.582333686091441e-06
1.437,8.385792887420494e-09,-7.236073826515409e-08,1.763325676985383e-06
1.44,8.159786600384389e-09,-6.633243448772864e-08,1.9439860860012376e-06
1.443,7.9553395139769e-09,-5.971412519480778e-08,2.110011338965209e-06
1.447,7.774257808944471e-09,-5.2566157749778526e-08,2.24752523819503e-06
1.45,7.618035556941127e-09,-4.499372836237075e-08,2.344337771660405e-06
1.453,7.48772234225557e-09,-3.714034156142765e-08,2.3910490015142225e-06
