t,u (m),v (m/s),a (m/s2)
0.5267,2.9026333025137028e-09,1.871899380010186e-07,1.6535853437349027e-05
0.53,3.615054368897423e-09,2.4049004505952636e-07,1.4352555638810537e-05
0.5333,4.4924968615755855e-09,2.862371873936503e-07,1.183889313923733e-05
0.5367,5.508102845344465e-09,3.2341227122123573e-07,9.093412443551604e-06
0.54,6.632173657249751e-09,3.5132936924842587e-07,6.220273744688831e-06
0.5433,7.833303008251024e-09,3.6964982460401197e-07,3.32372088945181e-06
0.5467,9.079526672219487e-09,3.7837807952752825e-07,5.027411897351463e-07
0.55,1.03394294477708e-08,3.778401540580566e-07,-2.15373400622118e-06
0.5533,1.1583155035954644e-08,3.6864682906565876e-07,-4.570785812847318e-06
0.5567,1.2783272903745784e-08,3.5164454207681615e-07,-6.69038295450101e-06
0.56,1.3915467371311248e-08,3.278577005731196e-07,-8.473055353780213e-06
0.5633,1.495902714351496e-08,2.9842649985878236e-07,-9.898267882940676e-06
0.5667,1.5897127392045293e-08,2.645445088688726e-07,-1.0963577580726214e-05
0.57,1.6716910201823044e-08,2.2739998765326536e-07,-1.168268399188979e-05
0.5733,1.740938165372119e-08,1.8812445748227604e-07,-1.208257500431729e-05
0.5767,1.796915428066082e-08,1.4775129145662552e-07,-1.2200064734810941e-05
0.58,1.8394071249469138e-08,1.0718612449434274e-07,-1.2077996622190712e-05
0.5833,1.868475300843517e-08,6.718992242770809e-08,-1.176144321891449e-05
0.5867,1.8844108167743415e-08,2.8374482173561976e-08,-1.1294189531099186e-05
0.59,1.8876848052257998e-08,-8.790807345691305e-09,-1.071577010026799e-05
0.5933,1.8789039104626158e-08,-4.3962939485821476e-08,-1.005924000597497e-05
0.5967,1.858771973710732e-08,-7.690255612509549e-08,-9.349812212209217e-06
0.6,1.8280599121498146e-08,-1.0744742447833229e-07,-8.604398212750281e-06
0.6033,1.787584559811028e-08,-1.3548509929138488e-07,-7.832008551806153e-06
0.6067,1.7381962817670617e-08,-1.6092754303693567e-07,-7.034900863215071e-06
0.61,1.680774322812893e-08,-1.836900403527982e-07,-6.210288842839407e-06
0.6133,1.616228179635035e-08,-2.0367610561047757e-07,-5.352407086286537e-06
0.6167,1.5455028409687096e-08,-2.207693569629177e-07,-4.4546763491342915e-06
0.62,1.4695855517332666e-08,-2.3483251059558967e-07,-3.511752008591236e-06
0.6233,1.3895118257838876e-08,-2.4571292904432474e-07,-2.521243557070213e-06
0.6267,1.3063687332335154e-08,-2.532534783092181e-07,-1.484926675505695e-06
0.63,1.2212939854620419e-08,-2.573069446790654e-07,-4.093786652045727e-07
0.6333,1.1354699619223188e-08,-2.577520340692039e-07,6.940288319919543e-07
0.6367,1.0501124988433273e-08,-2.5450886193885245e-07,1.8097192986760718e-06
0.64,9.6645492173547e-09,-2.475520536409473e-07,2.919010427413742e-06
0.6433,8.857283732805175e-09,-2.369199061369966e-07,4.001543225176405e-06
0.6467,8.091399095142092e-09,-2.2271863535766776e-07,5.036891924011638e-06
0.65,7.378500666656828e-09,-2.0512129959981053e-07,6.006123004058067e-06
0.6533,6.729516217283029e-09,-1.8436169290206604e-07,6.893154149016061e-06
0.6567,6.154510810557507e-09,-1.6072404185946212e-07,7.685713251966344e-06
0.66,5.662540604457045e-09,-1.3452990942823393e-07,8.3758130089876e-06
0.6633,5.261552079806209e-09,-1.0612397704682928e-07,8.959673158618769e-06
0.6667,4.958327368691629e-09,-7.586054512113835e-08,9.43709172657156e-06
0.67,4.758470364615595e-09,-4.40925152627564e-08,9.810353188536153e-06
0.6733,4.6664229557783895e-09,-1.1164298377936516e-08,1.0082792961858329e-05
0.6767,4.685496653721372e-09,2.2590348589208226e-08,1.0257189546566282e-05
0.68,4.817902555543942e-09,5.6845155859770023e-08,1.0334192039063142e-05
0.6833,5.064762399353685e-09,9.127313787488598e-08,1.0310994214361542e-05
0.6867,5.42608555197808e-09,1.2553431282650482e-07,1.0180419251450157e-05
0.69,5.9007009075527736e-09,1.5926086761498822e-07,9.930600069995594e-06
0.6933,6.4861386048836525e-09,1.9204181450618867e-07,9.545328359728067e-06
0.6967,7.178463653526405e-09,2.2340940543378916e-07,9.005116666185657e-06
0.7,7.97207121611209e-09,2.528296420200807e-07,8.288926994644937e-06
0.7033,8.859460721097716e-09,2.796990064569344e-07,7.376450029101141e-06
0.7067,9.831012329876408e-09,3.0334910396747426e-07,6.250761370310747e-06
0.71,1.0874793873745336e-08,3.230602863822421e-07,4.901130156944375e-06
0.7133,1.1976428620708543e-08,3.380845388269271e-07,3.325708933829724e-06
0.7167,1.3119053702427129e-08,3.476770272820555e-07,1.5338570915411305e-06
0.72,1.4283395630978657e-08,3.511348700115055e-07,-4.5216081147591554e-07
0.7233,1.544798319296094e-08,3.478408789179697e-07,-2.5963061041088447e-06
0.7267,1.6589509450649706e-08,3.3730938406668175e-07,-4.848873035537564e-06
0.73,1.7683344255037952e-08,3.1923082573519215e-07,-7.1476466448075834e-06
0.7333,1.8704187365829966e-08,2.935116332284672e-07,-9.420085032615875e-06
0.7367,1.9626840888464223e-08,2.6030603551000785e-07,-1.1586454364834186e-05
0.74,2.0427069184350322e-08,2.2003681085891825e-07,-1.3563697028201344e-05
0.7433,2.1082505636479683e-08,1.7340270512498283e-07,-1.5269824842504993e-05
0.7467,2.157355942189482e-08,1.2137103851668286e-07,-1.6628513181029847e-05
0.75,2.1884272276805622e-08,6.515508376771874e-08,-1.7573592951429225e-05
0.7533,2.200307558357941e-08,6.1768355425163044e-09,-1.805310516289804e-05
0.7567,2.1923401939806834e-08,-5.398314367090898e-08,-1.8032645436789098e-05
0.76,2.1644112504260036e-08,-1.1364620582374821e-07,-1.749772425913062e-05
0.7633,2.1169711377132765e-08,-1.7110303140825855e-07,-1.645500442832143e-05
0.7667,2.0510330342858773e-08,-2.2468412784910126e-07,-1.4932289858695293e-05
0.77,1.9681480590476554e-08,-2.728292718919807e-07,-1.297729196683698e-05
0.7733,1.87035816132345e-08,-3.1415187967806436e-07,-1.0655243736762773e-05
0.7767,1.760129031119058e-08,-3.474946158328731e-07,-8.045544343801129e-06
0.78,1.640266453319007e-08,-3.7197319820164347e-07,-5.2376600614893704e-06
0.7833,1.5138204072397612e-08,-3.870061674082518e-07,-2.326579332455336e-06
0.7867,1.3839817914640966e-08,-3.923293812724663e-07,5.918826106472895e-07
0.79,1.2539768993561702e-08,-3.879949987119846e-07,3.4256102225583183e-06
0.7933,1.1269646771255122e-08,-3.7435575330936944e-07,6.0902606118203416e-06
0.7967,1.005941379983899e-08,-3.520362199882067e-07,8.512652907429137e-06
0.8,8.936565519768247e-09,-3.218935149132654e-07,1.0633280287597725e-05
0.8033,7.925433506537456e-09,-2.84970426061803e-07,1.2407857086312382e-05
0.8067,7.046651974577515e-09,-2.4244422373455207e-07,1.3807861545032044e-05
0.81,6.316796445876101e-09,-1.95574452415526e-07,1.4820129938767588e-05
0.8133,5.7481928902854675e-09,-1.456527692115266e-07,1.5445618302683127e-05
0.8167,5.348886152253404e-09,-9.395746427666837e-08,1.5697498871371414e-05
0.82,5.122748699587643e-09,-4.171470043496724e-08,1.559880772492861e-05
0.8233,5.069705142322137e-09,9.93221265933472e-09,1.517986040733392e-05
0.8267,5.18604479933314e-09,5.994492225859977e-08,1.4475658549922242e-05
0.83,5.464793852495579e-09,1.0740366023174281e-07,1.3523498770698394e-05
0.8333,5.896120179169645e-09,1.5151318658061692e-07,1.2360924945924015e-05
0.8367,6.467747376274534e-09,1.916023104658288e-07,1.1024164408181366e-05
0.84,7.165359320241382e-09,2.271186360260853e-07,9.547089105540853e-06
0.8433,7.97298227639517e-09,2.576202905716703e-07,7.96071097372353e-06
0.8467,8.873337394558286e-09,2.8276637730048327e-07,6.293165246987117e-06
0.85,9.848161902398763e-09,3.02307700249275e-07,4.570087207641179e-06
0.8533,1.0878501901156682e-08,3.160789723620108e-07,2.815261677705506e-06
0.8567,1.194498300940839e-08,3.2399330205612953e-07,1.0514087408751508e-06
0.86,1.3028066992978442e-08,3.260392984039002e-07,-6.990310858727764e-07
0.8633,1.4108302890198499e-08,3.2228067764800415e-07,-2.4132507666164123e-06
0.8667,1.5166580067781596e-08,3.128578381973325e-07,-4.067652827680921e-06
0.87,1.618438841386112e-08,2.9799059912435496e-07,-5.637724912451056e-06
0.8733,1.7144087833714445e-08,2.779810777443821e-07,-7.098246218694368e-06
0.8767,1.8029185711966885e-08,2.532156238287577e-07,-8.4238002256529e-06
0.88,1.882461754500603e-08,2.2416481609639155e-07,-9.589561778305687e-06
0.8833,1.9517022912321806e-08,1.9138068752403013e-07,-1.0572261251443611e-05
0.8867,2.0095006674800362e-08,1.5549064738397996e-07,-1.1351255983726865e-05
0.89,2.0549374009893468e-08,1.1718785805692316e-07,-1.1909570244568481e-05
0.8933,2.087332775094773e-08,7.72182301159105e-08,-1.223483340727664e-05
0.8967,2.1062617502800983e-08,3.6364470470291676e-08,-1.2320001757011024e-05
0.9,2.111563199683304e-08,-4.572050256539974e-09,-1.216380998582399e-05
0.9033,2.103342897676412e-08,-4.47906787249679e-08,-1.1770914757922152e-05
0.9067,2.0819700195532703e-08,-8.351106535960122e-08,-1.1151710592987442e-05
0.91,2.048067258995444e-08,-1.199919007387638e-07,-1.0321862107261838e-05
0.9133,2.00249499973945e-08,-1.535478805230031e-07,-9.301581537532997e-06
0.9167,1.9463302593852712e-08,-1.835641248346512e-07,-8.114741511037922e-06
0.92,1.8808413340994015e-08,-2.0950756313903742e-07,-6.787895338446562e-06
0.9233,1.807459193147313e-08,-2.309350507220524e-07,-5.3492940513005505e-06
0.9267,1.727746701172055e-08,-2.474982771656751e-07,-3.827985688005776e-06
0.93,1.6433666819586217e-08,-2.5894579378830764e-07,-2.253060194301199e-06
0.9333,1.556049697305891e-08,-2.651226765061659e-07,-6.530772276743714e-07
0.9367,1.4675622215544064e-08,-2.659684659637936e-07,9.442845325324561e-07
0.94,1.3796756678581071e-08,-2.6151409713609326e-07,2.51238794938232e-06
0.9433,1.2941364987788219e-08,-2.518784448937761e-07,4.025616579371416e-06
0.9467,1.2126374579062839e-08,-2.3726503970602394e-07,5.459233054730721e-06
0.95,1.1367898098299673e-08,-2.1795929666965097e-07,6.7891879448418665e-06
0.9533,1.0680964003951323e-08,-1.9432636665247514e-07,7.991946635084134e-06
0.9567,1.0079253498230722e-08,-1.6680949647012337e-07,9.044397850292346e-06
0.96,9.574842667929868e-09,-1.3592855972281878e-07,9.923923292445123e-06
0.9633,9.177950209658644e-09,-1.0227819532933725e-07,1.0608659490904369e-05
0.9667,8.89669315461819e-09,-6.652489193475487e-08,1.1077977202900558e-05
0.97,8.736855332799105e-09,-2.940228367895475e-08,1.1313189578745238e-05
0.9733,8.701675738195692e-09,8.296067113258903e-09,1.1298443359674626e-05
0.9767,8.791666140750498e-09,4.572698479536606e-08,1.102176234757448e-05
0.98,9.00446898809169e-09,8.201153208339263e-08,1.0476161180242475e-05
0.9833,9.334767654337896e-09,1.1625256746367045e-07,9.660750872928585e-06
0.9867,9.774261187078532e-09,1.4755589791133701e-07,8.581736565757166e-06
0.99,1.0311714825760464e-08,1.750546077209143e-07,7.253235615209458e-06
0.9933,1.0933095701252247e-08,1.9793586903190422e-07,5.697801353113325e-06
0.9967,1.1621800271481928e-08,2.1546920907894765e-07,3.946599878808017e-06
1.0,1.2358976349654645e-08,2.27035039397419e-07,2.0391940291110394e-06
1.003,1.3123938320315568e-08,2.3215208660461164e-07,2.2873359384614634e-08
1.007,1.3894669416099802e-08,2.305022415497883e-07,-2.0484337564193506e-06
1.01,1.4648400101211772e-08,2.2195141951926485e-07,-4.115683158917301e-06
1.013,1.5362246971629113e-08,2.065650471260765e-07,-6.116593781058739e-06
1.017,1.6013892359489143e-08,1.8461702996368666e-07,-7.987834096449688e-06
1.02,1.6582281358641287e-08,1.5659125925506813e-07,-9.66741597818312e-06
1.023,1.7048310410066005e-08,1.2317505199632575e-07,-1.1097192927003209e-05
1.027,1.7395480158594295e-08,8.524427249470553e-08,-1.2225347711594766e-05
1.03,1.7610485108972184e-08,4.3840276147859265e-08,-1.3008742756287676e-05
1.033,1.7683713751983482e-08,1.3922225292100734e-10,-1.341502614037687e-05
1.037,1.760963528733501e-08,-4.458531989307242e-08,-1.3424361648974296e-05
1.04,1.738705281489342e-08,-8.900514447397546e-08,-1.303069411664688e-05
1.043,1.7019207782265087e-08,-1.3178393947241137e-07,-1.2242461600120441e-05
1.047,1.6513726349500955e-08,-1.7162567104044477e-07,-1.1082683723086482e-05
1.05,1.588240497980915e-08,-2.073227300439861e-07,-9.588411250315883e-06
1.053,1.5140839657108346e-08,-2.3780167989094682e-07,-7.809498906382196e-06
1.057,1.4307910384143184e-08,-2.6216440406057323e-07,-5.806766561986703e-06
1.06,1.34051396389055e-08,-2.7972264365102627e-07,-3.6495836984308913e-06
1.063,1.2455949873876013e-08,-2.9002408401796625e-07,-1.4129749253899327e-06
1.067,1.148485065212997e-08,-2.928685201346395e-07,8.256021042748831e-07
1.07,1.0516590129708694e-08,-2.8831310549004785e-07,2.9896901906905044e-06
1.073,9.575308116581815e-09,-2.7666615603223054e-07,5.007266041625114e-06
1.077,8.68372862846197e-09,-2.584696358895062e-07,6.814021772319273e-06
1.08,7.862428469924263e-09,-2.3447101419546954e-07,8.356275078989737e-06
1.083,7.1292149858095276e-09,-2.0558585330956232e-07,9.593361041452243e-06
1.087,6.498640725974515e-09,-1.728530005773381e-07,1.0499332465883205e-05
1.09,5.981675662977574e-09,-1.373847812110741e-07,1.1063857510943711e-05
1.093,5.585549047681791e-09,-1.0031493116795367e-07,1.129223881179221e-05
1.097,5.313763519070625e-09,-6.274721782204924e-08,1.1204530755647314e-05
1.1,5.166274229389541e-09,-2.570772044229277e-08,1.0833795888774013e-05
1.103,5.139816132516129e-09,9.896429221464595e-09,1.022358356733546e-05
1.107,5.228353849848988e-09,4.3309397113843873e-08,9.424802920671336e-06
1.11,5.423621333439228e-09,7.394821931779101e-08,8.492170686148066e-06
1.113,5.715713420543389e-09,1.0141238328949561e-07,7.480478256703811e-06
1.117,6.0936887160008725e-09,1.2548103471675777e-07,6.440941289257801e-06
1.12,6.5461434000122106e-09,1.460982915154772e-07,5.41787944802255e-06
1.123,7.061718560702704e-09,1.633479831110274e-07,4.445987518912969e-06
1.127,7.629509393231597e-09,1.774199491331505e-07,3.548393364526701e-06
1.13,8.239352755428498e-09,1.8857065575997535e-07,2.7356652394851853e-06
1.133,8.881979556939306e-09,1.9708137100856749e-07,2.0058605808226785e-06
1.137,9.549029622907759e-09,2.0321736623504364e-07,1.3456110880551764e-06
1.14,1.0232938143067737e-08,2.0719156241521163e-07,7.322012185602703e-07
1.143,1.0926713763250523e-08,2.0913578437216622e-07,1.3646223599773133e-07
1.147,1.1623637894288272e-08,2.0908217308880673e-07,-4.737202354321334e-07
1.15,1.2316922067918538e-08,2.0695656696413123e-07,-1.1295661440429492e-06
1.153,1.299936459693865e-08,2.0258470090563151e-07,-1.857539811188667e-06
1.157,1.3663048873933748e-08,1.9571102212207947e-07,-2.6757934921780645e-06
1.16,1.4299123201530464e-08,1.860288562897859e-07,-3.5912162480305577e-06
1.163,1.489769617614012e-08,1.7321966650518815e-07,-4.597375988749626e-06
1.167,1.5447872680941667e-08,1.5699827233014858e-07,-5.6735412336498165e-06
1.17,1.59379441233056e-08,1.3716030542020268e-07,-6.78493193136112e-06
1.173,1.6355733518338717e-08,1.1362779127677801e-07,-7.884215650611075e-06
1.177,1.668908234757359e-08,8.64887560241113e-08,-8.914188976836891e-06
1.18,1.6926452949060432e-08,5.6027044764159777e-08,-9.811479426457218e-06
1.183,1.7057608538661177e-08,2.2739161742875646e-08,-1.0511013527372346e-05
1.187,1.7074323872922293e-08,-1.2664140229702977e-08,-1.0950913469301917e-05
1.19,1.6971073868624264e-08,-4.9272666006456806e-08,-1.1077481925435447e-05
1.193,1.6745645707990467e-08,-8.600791601978033e-08,-1.0849845611152983e-05
1.197,1.6399622417547012e-08,-1.2166913511164036e-07,-1.0243917700517032e-05
1.2,1.5938692555280422e-08,-1.5499170656182148e-07,-9.255324811721518e-06
1.203,1.537275102763794e-08,-1.8471421597475155e-07,-7.901029879004396e-06
1.207,1.4715769605609398e-08,-2.0964971867488884e-07,-6.2195077461965475e-06
1.21,1.3985431321247727e-08,-2.287563049530508e-07,-4.269375807369971e-06
1.213,1.3202539530140461e-08,-2.412018869516401e-07,-2.1265680529270164e-06
1.217,1.239022875909267e-08,-2.4641847674844994e-07,1.1979762790369444e-07
1.22,1.1573019201983316e-08,-2.4414182706476326e-07,2.372586201963953e-06
1.223,1.0775768819236083e-08,-2.3443329738512906e-07,4.5324747292892155e-06
1.227,1.0022585344691025e-08,-2.1768207071355376e-07,6.504043883424651e-06
1.23,9.335764468674235e-09,-1.9458721267451242e-07,8.201692571958975e-06
1.233,8.734819712957083e-09,-1.6612053261333074e-07,9.554931671168433e-06
1.237,8.23566395399751e-09,-1.3347262969623083e-07,1.0512680818538847e-05
1.24,7.849992596922466e-09,-9.798571860888979e-08,1.104624251387885e-05
1.243,7.58490478203124e-09,-6.107782406323753e-08,1.1150737244065784e-05
1.247,7.442782688522239e-09,-2.4163557272152207e-08,1.0844899746527917e-05
1.25,7.421431244909557e-09,1.1423073835804306e-08,1.016924973122756e-05
1.253,7.514462664564983e-09,4.4498523980895715e-08,9.18278321152718e-06
1.257,7.71189356407056e-09,7.408752751444973e-08,7.958447655694588e-06
1.26,8.000908281718043e-09,9.946509384574325e-08,6.577730669679703e-06
1.263,8.366731416137966e-09,1.201800908646422e-07,5.124799548014609e-06
1.267,8.793546370817407e-09,1.360592682115847e-07,3.680610442519682e-06
1.27,9.26539526530114e-09,1.4719200851088616e-07,2.317454416698177e-06
1.273,9.766999008763823e-09,1.5389758748191614e-07,1.0943299401070764e-06
1.277,1.0284444364481196e-08,1.566779862324554e-07,5.348802725421394e-08
1.28,1.0805696742145231e-08,1.56160368098169e-07,-7.816057213260068e-07
1.283,1.1320912322403941e-08,1.5303404128625506e-07,-1.406774275994017e-06
1.287,1.1822539699205375e-08,1.479870444268068e-07,-1.8360722178961706e-06
1.29,1.2305218241682655e-08,1.4164744416497917e-07,-2.0993021714328668e-06
1.293,1.276549647526263e-08,1.345339227006944e-07,-2.238317571989534e-06
1.297,1.320140766373721e-08,1.2701941957609622e-07,-2.3024492685113552e-06
1.3,1.3611950395436379e-08,1.1931043966734283e-07,-2.3434262742526035e-06
1.303,1.3996528515681313e-08,1.1144334619287391e-07,-2.4102314987491294e-06
1.307,1.4354406734670512e-08,1.0329750944332431e-07,-2.5443076898839888e-06
1.31,1.468423552718696e-08,9.462381119960301e-08,-2.7755127854991362e-06
1.313,1.4983691841115474e-08,8.508573733483882e-08,-3.119148040877019e-06
1.317,1.52492712353348e-08,7.430927991288257e-08,-3.574302252497116e-06
1.32,1.5476253294505217e-08,6.193715202179036e-08,-4.123643805802243e-06
1.323,1.565884664554511e-08,4.768248524918076e-08,-4.734665361529144e-06
1.327,1.5790503936030533e-08,3.137725032533177e-08,-5.362281994189698e-06
1.33,1.5864382003959904e-08,1.3011069728875802e-08,-5.952566419252877e-06
1.333,1.5873909395877654e-08,-7.2431008662476435e-09,-6.4473006990053424e-06
1.337,1.5813413482247237e-08,-2.901884767341524e-08,-6.78898895680675e-06
1.34,1.5678753421454708e-08,-5.176291102122635e-08,-6.925903804732514e-06
1.343,1.5467903624698083e-08,-7.47583110796348e-08,-6.816763254637021e-06
1.347,1.5181435332694383e-08,-9.716243372695613e-08,-6.434652150500651e-06
1.35,1.4822851145157464e-08,-1.1805728576505688e-07,-5.769861086348863e-06
1.353,1.4398738307045383e-08,-1.3650812201838052e-07,-4.831415911132301e-06
1.357,1.3918720326800854e-08,-1.5162596921184744e-07,-3.6471653478203177e-06
1.36,1.339520197373041e-08,-1.6262922651068648e-07,-2.2624101306548757e-06
1.363,1.2842918676350638e-08,-1.6889956572621955e-07,-7.371751938715821e-07
1.367,1.227831652117608e-08,-1.7002778949079042e-07,8.5765732913161e-07
1.37,1.1718802197648538e-08,-1.6584609360989653e-07,2.4450620874636564e-06
1.373,1.1181912341192483e-08,-1.5644421585983909e-07,3.947064829325647e-06
1.377,1.0684458020536743e-08,-1.4216820837915388e-07,5.290011135637075e-06
1.38,1.0241702060952553e-08,-1.2360192860677052e-07,6.4094979590235e-06
1.383,9.866624372358361e-09,-1.0153267280297904e-07,7.2546079037603285e-06
1.387,9.569323735129808e-09,-7.690355985246219e-08,7.79110604435035e-06
1.39,9.356594097432627e-09,-5.075630928304552e-08,8.003376408673563e-06
1.393,9.231700204008292e-09,-2.416871994766597e-08,7.89497173143077e-06
1.397,9.19436245834448e-09,1.808497012974902e-09,7.487739056839549e-06
1.4,9.240945426035385e-09,2.6210873014888243e-08,6.819628300045394e-06
1.403,9.364829594266012e-09,4.8211097643562764e-08,5.941379486768621e-06
1.407,9.556933124999497e-09,6.715818729924306e-08,4.912364676138963e-06
1.41,9.80634031081828e-09,8.260238873709074e-08,3.7959440694018096e-06
1.413,1.010098706860064e-08,9.430450985988314e-08,2.654710390502383e-06
1.417,1.0428351539167585e-08,1.0222962427758942e-07,1.546004268256429e-06
1.42,1.0776099775811037e-08,1.065263541991967e-07,5.180620919255783e-07
1.423,1.1132642411815348e-08,1.0749407915768758e-07,-3.929165528909664e-07
1.427,1.1487567520212791e-08,1.0554132340437971e-07,-1.1645567866251056e-06
1.43,1.1831926781271914e-08,1.0113922322219195e-07,-1.7888488247663169e-06
1.433,1.2158365507833231e-08,9.477424307275339e-08,-2.2714282099942245e-06
1.437,1.246110088032745e-08,8.690426368703669e-08,-2.629688784343744e-06
1.44,1.2735765777500986e-08,7.792175239656205e-08,-2.889945085688582e-06
1.443,1.297914671164426e-08,6.812698180836347e-08,-3.083887148135942e-06
1.447,1.3188852726656081e-08,5.7713352948053334e-08,-3.2446907419677095e-06
1.45,1.3362956994461662e-08,4.6765690369942755e-08,-3.403120296396865e-06
1.453,1.349965384768044e-08,3.527124420967948e-08,-3.5839718032618173e-06
1.457,1.359697120982598e-08,2.31419958201862e-08,-3.8031798086379826e-06
1.46,1.3652572005348643e-08,1.0245836335366048e-08,-4.065848926766446e-06
1.463,1.3663668774219473e-08,-3.556578511341933e-09,-4.365347793781406e-06
1.467,1.3627064333843325e-08,-1.8372932443967366e-08,-4.683577857679224e-06
1.47,1.3539318857497854e-08,-3.424217846205387e-08,-4.992357921231365e-06
1.473,1.3397031263918376e-08,-5.11029180656409e-08,-5.255809800289425e-06
1.477,1.3197211540456727e-08,-6.877038087206812e-08,-5.433521817036946e-06
1.48,1.2937711437428452e-08,-8.692436972851446e-08,-5.484216912540066e-06
1.483,1.2617674698310121e-08,-1.0510957617801537e-07,-5.369592730363678e-06
1.487,1.2237965140364135e-08,-1.2274857045350338e-07,-5.058010796373947e-06
1.49,1.1801531697730337e-08,-1.3916668452339009e-07,-4.527700638387044e-06
1.493,1.1313673891851055e-08,-1.5362695073465852e-07,-3.7692141418732865e-06
1.497,1.078217868842427e-08,-1.6537243017172577e-07,-2.7869301400335798e-06
1.5,1.0217309605573172e-08,-1.7367264719108355e-07,-1.5994680535389405e-06
1.503,9.631640444952662e-09,-1.7787049462280425e-07,-2.3901177144006346e-07
1.507,9.03973805947575e-09,-1.7742601531958637e-07,1.2504103737804834e-06
1.51,8.457710103997617e-09,-1.7195372186957763e-07,2.8155197333139056e-06
1.513,7.902643820825968e-09,-1.6125072411300134e-07,4.397035593985041e-06
1.517,7.391969680752765e-09,-1.4531372617567907e-07,5.933286999482992e-06
1.52,6.942788562515551e-09,-1.2434391500932282e-07,7.363907475701714e-06
1.523,6.571202786029708e-09,-9.873973443237212e-08,8.633288251218857e-06
1.527,6.291689666562103e-09,-6.907854851868436e-08,9.693551375825545e-06
1.53,6.116551589853537e-09,-3.608899108640441e-08,1.0506807042534317e-05
1.533,6.055469477678487e-09,-6.164940499456276e-10,1.104656698421937e-05
1.537,6.115177606591874e-09,3.641514646563332e-08,1.129825896789028e-05
1.54,6.2992680145972365e-09,7.404318120050337e-08,1.1258855939943315e-05
1.543,6.608123043670334e-09,1.113034564569369e-07,1.093575373604126e-05
1.547,7.038965867403305e-09,1.4726371927951415e-07,1.0345045732472242e-05
1.55,7.586011881111671e-09,1.8105086771092737e-07,9.509432984212645e-06
1.553,8.240699127566268e-09,2.1187113445052665e-07,8.456013895688248e-06
1.557,8.991973890258258e-09,2.3902299249116204e-07,7.214181584155951e-06
1.56,9.826608164425227e-09,2.6190334011643413e-07,5.813867023627061e-06
1.563,1.0729528748448248e-08,2.800082371896833e-07,4.284271164463999e-06
1.567,1.1684142667939581e-08,2.929299070014056e-07,2.6531872455790204e-06
1.57,1.2672649817772066e-08,3.0035200007374366e-07,9.469482067364358e-07
1.573,1.3676340393193374e-08,3.0204514590469323e-07,-8.090700207630417e-07
1.577,1.4675880962042368e-08,2.9786454104890816e-07,-2.5895147826950447e-06
1.58,1.5651598085474804e-08,2.877508634199362e-07,-4.367866431138426e-06
1.583,1.658377164401531e-08,2.7173517818036746e-07,-6.115219232236223e-06
1.587,1.7452950980889006e-08,2.4994774277865685e-07,-7.799259667820294e-06
1.59,1.824030541845111e-08,2.2262986930937333e-07,-9.383662743143152e-06
1.593,1.892801675201411e-08,1.9014730976376058e-07,-1.0828075595666613e-05
1.597,1.949971533726108e-08,1.5300310125817853e-07,-1.2088814695111829e-05
1.6,1.9940953955740148e-08,1.1184746538458496e-07,-1.3120309296169198e-05
1.603,2.023970555992493e-08,6.748230986952976e-08,-1.3877248308885663e-05
1.607,2.0386863192706228e-08,2.0858091842919934e-08,-1.4317305753983796e-05
1.61,2.0376713724132886e-08,-2.693871604126391e-08,-1.4404240972355412e-05
1.613,2.0207352403564063e-08,-7.470859036588658e-08,-1.411111505209343e-05
1.617,1.988100327621563e-08,-1.2117249238609123e-07,-1.342332635432997e-05
1.62,1.9404211694707986e-08,-1.650151251677884e-07,-1.2341169977106035e-05
1.623,1.8787879600511473e-08,-2.0493609313457913e-07,-1.0881642252027128e-05
1.627,1.804712180291835e-08,-2.397062476084085e-07,-9.07925044555477e-06
1.63,1.720093169576288e-08,-2.682257955707118e-07,-6.985699519309192e-06
1.633,1.6271656913178483e-08,-2.895803537716204e-07,-4.6683662673150105e-06
1.637,1.528429843272087e-08,-3.0309094734140324e-07,-2.2076103083697303e-06
1.64,1.4265659551261887e-08,-3.0835419389254895e-07,3.069362999876701e-07
1.643,1.3243382771938974e-08,-3.05269455759485e-07,2.780876135157573e-06
1.647,1.2244921994644202e-08,-2.940505570751526e-07,5.120047380584455e-06
1.65,1.1296503651650655e-08,-2.752207142029511e-07,7.235664882056344e-06
1.653,1.0422132940716065e-08,-2.4959052265565124e-07,9.049229190464381e-06
1.657,9.642699773896361e-09,-2.1822007851479756e-07,1.049683802921037e-05
1.66,8.975233540410717e-09,-1.8236747523026576e-07,1.1532601432597895e-05
1.663,8.432346696161439e-09,-1.4342688926919067e-07,1.2130889708968988e-05
1.667,8.02189518559017e-09,-1.0286025925319196e-07,1.2287277363832036e-05
1.67,7.74686971367668e-09,-6.21269547540222e-08,1.2018123739898955e-05
1.673,7.605517076000369e-09,-2.2615936050501965e-08,1.1358841944014353e-05
1.677,7.591676210184367e-09,1.4415358147989026e-08,1.0361018508081126e-05
1.68,7.695300542535267e-09,4.7891769556656916e-08,9.088630303078795e-06
1.683,7.903127561874831e-09,7.69580612161918e-08,7.613652254993519e-06
1.687,8.199449074701432e-09,1.010017111629956e-07,6.011417523711104e-06
1.69,8.56693180862625e-09,1.1966031797435482e-07,4.356071219886261e-06
1.693,8.987438121721404e-09,1.3281421357743466e-07,2.716457974395075e-06
1.697,9.442800324895913e-09,1.4056594600590176e-07,1.1527031702160115e-06
